id,prompt_name,input,target
21,given_a_list_of_category_what_does_the_title_belong_to,"""Nasrat Sharqi"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist
22,given_list_what_category_does_the_paragraph_belong_to,"My Lost Mexico (1992) by American author James A. Michener is a nonfiction account of Michener's endeavor to write a big novel about Mexico in the grand style of his other popular novels like Hawaii. Michener relates the long journey of a novel which he had begun writing early in his career but had abandoned and the manuscript had ultimately been lost. Its discovery 30 years later led to the 1992 bestseller Mexico. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",WrittenWork
23,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Bambous Mauritius -  Bambous is a village in Mauritius located in the Rivière Noire District. The village is administered by the Bambous Village Council under the aegis of the Rivière Noire District Council. According to the census made by Statistics Mauritius in 2011 the population was at 15345.",Village
24,given_a_choice_of_categories ,"Väike-Ahli -  Väike-Ahli is a village in Ridala Parish Lääne County in western Estonia. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village
25,given_a_list_of_category_what_does_the_title_belong_to,"""Faceless (film)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Film
26,given_list_what_category_does_the_paragraph_belong_to,"Glycyrrhiza acanthocarpa commonly known as Native Liquorice is a subshrub in the pea family Fabaceae. The species is native to Australia. It grows to between 0.1 and 1 metre high. Narrow purple flowers appear between September and May in the species native range.The species was formally described in in 1838 by botanist John Lindley in Three Expeditions into the interior of Eastern Australia. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
27,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Case of the 3 Sided Dream in Audio Color -  The Case of the 3 Sided Dream in Audio Color is an album by jazz multi-instrumentalist Rahsaan Roland Kirk originally released as a double LP with side 4 appearing blank - although side 4 did have a hidden track the contents of which are released as track #20 on the CD rerelease.",Album
28,given_a_choice_of_categories ,"Sechereș River -  The Sechereș River (in Hungarian Szekeres) is a tributary of the Crucea River in Romania Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace
29,given_a_list_of_category_what_does_the_title_belong_to,"""Death Studies"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",WrittenWork
30,given_list_what_category_does_the_paragraph_belong_to,"Murgaš is a village in the municipality of Ub Serbia. According to the 2002 census the village has a population of 559 people. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village
31,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Yvonne Adhiambo Owuor -  Yvonne Adhiambo Owuor (born 1968) is a Kenyan writer who was named Woman of the Year by Eve Magazine in Kenya in 2004 for her contribution to the country's literature and arts. She won the 2003 Caine Prize for African Writing for her story Weight of Whispers which considers an aristocratic Rwandan refugee in Kenya. The story was originally published in Kwani? the Kenyan literary magazine set up by Binyavanga Wainaina after he won the Caine Prize the previous year.",Artist
32,given_a_choice_of_categories ,"Miss Leelavathi -  Miss Leelavathi (Kannada: ಮಿಸ್ ಲೀಲಾವತಿ) is a 1965 Indian Kannada language film directed by M. R. Vittal and written by Korati Srinivasa Rao. It stars Jayanthi as the protagonist along with Udaykumar K. S. Ashwath Ramesh and others. The film won the National Award for second best film in Kannada.The film was talked about for its bold portrayal of women and was accredited of being the first Kannada feature film showing the leading lady wearing a swim suit. The film was a musical hit with R. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
33,given_a_list_of_category_what_does_the_title_belong_to,"""Mount Tsubakuro"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace
34,given_list_what_category_does_the_paragraph_belong_to,"Jasminum multiflorum is a species of jasmine in the family Oleaceae. It is known as Winter Jasmine Indian Jasmine Downy Jasmine and Star Jasmine. It flowers in Indian winter. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
35,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Warrens of Virginia (1915 film) -  The Warrens of Virginia is a 1915 American drama film directed by Cecil B. DeMille. Prints of the film survive.",Film
36,given_a_choice_of_categories ,"Battle Abbey School -  Battle Abbey School is an independent coeducational day and boarding school in the small town of Battle East Sussex England. The senior school occupies part of the town's ruined abbey complex and it is from here that the school derives its name. The school prides itself on its high academic standards and intimate family atmosphere. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution
37,given_a_list_of_category_what_does_the_title_belong_to,"""Black caecilian"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
38,given_list_what_category_does_the_paragraph_belong_to,"All's Well Ends Well 2011 is a 2011 Hong Kong romantic comedy film directed by Chan Hing-ka and Janet Chun. It is the sixth installment in the All's Well Ends Well film series was released on 2 February 2011. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film
39,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Dana Wyse -  Dana Wyse (born August 9 1965 in Vancouver British Columbia) is a Canadian writer and visual artist. In 1991 Dana Wyse received her BFA from the University of British Columbia. She lives and works between Vancouver and Paris.In 1996 Wyse began her best known artwork a pill-themed installation called Jesus Had A Sister Productions It is a work-in-progress to which the artist adds new elements each year.",Artist
40,given_a_choice_of_categories ,"The Real Glory -  The Real Glory is a 1939 Samuel Goldwyn Productions action film starring Gary Cooper David Niven and Broderick Crawford released by United Artists in the weeks immediately following Nazi Germany's invasion of Poland. Based on a 1937 novel of the same name by Charles L. Clifford and directed by Henry Hathaway the film is set against the backdrop of the Moro Rebellion during the American occupation of the Philippines at the beginning of the twentieth century. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
41,given_a_list_of_category_what_does_the_title_belong_to,"""Super Pack 2"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Album
42,given_list_what_category_does_the_paragraph_belong_to,"Dębicze [dɛmˈbit͡ʂɛ] is a village in the administrative district of Gmina Grabów nad Prosną within Ostrzeszów County Greater Poland Voivodeship in west-central Poland. It lies approximately 6 kilometres (4 mi) south-east of Grabów nad Prosną 15 km (9 mi) north-east of Ostrzeszów and 136 km (85 mi) south-east of the regional capital Poznań. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village
43,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. École Mathieu-Martin -  École Mathieu-Martin is a Francophone high school on Route 132 located in Dieppe New Brunswick Canada. With an enrollment of close to 1025 the school is the largest of the French-language high schools in the Moncton area. It mostly serves the francophone students of the city of Dieppe and the village of Memramcook New Brunswick. In addition it is the third largest francophone Secondary school in Atlantic Canada.",EducationalInstitution
44,given_a_choice_of_categories ,"Paul Tittl -  Paul Tittl (born November 23 1961) is an American businessman and politician.From Manitowoc Wisconsin Tittl owns Vacuum & Sew Center and Paintball Paul's. Tittl also served on the Manitowoc County Board of Supervisor and Manitowoc Common Council. In November 2012 Tittl was elected to the Wisconsin State Assembly as a Republican. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",OfficeHolder
45,given_a_list_of_category_what_does_the_title_belong_to,"""French frigate Brune (1756)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",MeanOfTransportation
46,given_list_what_category_does_the_paragraph_belong_to,"399 Park Avenue is a 41-story office building that is the world headquarters of Citigroup in New York City United States.Citigroup's chairman and chief executive officer operate from the building's second floor. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
47,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Anthidium weyrauchi -  Anthidium weyrauchi is a species of bee in the family Megachilidae the leaf-cutter carder or mason bees.",Animal
48,given_a_choice_of_categories ,"Andrea Tafi (cyclist) -  Andrea Tafi (born 7 May 1966 in Fucecchio) is an Italian former road bicycle racer who retired from his professional career in 2005. Tafi's propensity to perform best in the harder races earned him the nickname Il Gladiatore (The Gladiator).He specialized in the cobbled Spring Classics such as Paris–Roubaix which he won in 1999 and Tour of Flanders which he won in 2002. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Athlete
49,given_a_list_of_category_what_does_the_title_belong_to,"""Eudonia melanographa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
50,given_list_what_category_does_the_paragraph_belong_to,"Moos Tower is a building on the University of Minnesota campus in Minneapolis Minnesota. It is named after Malcolm Moos who was president of the University from 1967 to 1974. Inside Moos Tower are labs and faculty offices for the College of Dentistry and a CityKid Java with a designated study lounge.Moos Tower is an example of Brutalist architecture. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
51,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. La France (French newspaper) -  La France was a daily financial newspaper in the 19th century. Founded in August 1862 by Arthur de La Guéronnière the newspaper originally followed an editorial line that reconciled loyalty to Napoleon III with the reaffirmation of the temporal power of the Pope.It was bought in 1874 by Émile de Girardin founder of the famous newspaper La Presse and a longtime collaborator of La Guéronnière.",WrittenWork
52,given_a_choice_of_categories ,"Once Upon a Time (1994 film) -  Once Upon a Time or Once Upon a Time... This Morning (Thai: กาลครั้งหนึ่งเมื่อเช้านี้ or Kalla khrung nueng... muea chao nee) is a 1994 Thai drama film directed by Bhandit Rittakol. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
53,given_a_list_of_category_what_does_the_title_belong_to,"""Sisyrinchium pruinosum"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
54,given_list_what_category_does_the_paragraph_belong_to,"Salvia amplexicaulis is a herbaceous perennial that is native to southeastern Europe. It is a close relative of Salvia nemorosa. Its specific epithet amplexicaulis refers to the stem-clasping stem leaves which have no stalks. Violet-blue flowers grow closely together in whorls forming a nearly continuous spike with plants reaching up to 90 cm (3.0 ft) tall. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
55,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Ladina -  Ladina is a village in Croatia. It is connected by the D26 highway.",Village
56,given_a_choice_of_categories ,"Dragon Fighter -  Dragon Fighter is a Sci Fi Pictures original film that premiered on January 4 2003 and was directed by Phillip J. Roth. It stars Dean Cain and Kristine Byers. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
57,given_a_list_of_category_what_does_the_title_belong_to,"""Waleed Jassem"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete
58,given_list_what_category_does_the_paragraph_belong_to,"The Cayapas River is a river of Ecuador. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",NaturalPlace
59,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Talamancalia fosbergii -  Talamancalia fosbergii is a species of flowering plant in the Asteraceae family.It is found only in Ecuador.Its natural habitat is subtropical or tropical moist montane forests.It is threatened by habitat loss.",Plant
60,given_a_choice_of_categories ,"Noe Venable -  Noe Venable (born April 20 1976 in San Francisco California) is an experimental folk/pop singer-songwriter. She has earned a loyal fan base in her native San Francisco in part through frequently performing in small intimate venues. Her advocacy of small venues caused a stir in the San Francisco music community when she took San Francisco Chronicle reporter Joel Selvin to task for claiming that the city's music scene was dead. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist
61,given_a_list_of_category_what_does_the_title_belong_to,"""High Stile"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",NaturalPlace
62,given_list_what_category_does_the_paragraph_belong_to,"Pollia dorbignyi is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal
63,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. St James Independent Schools -  St James' Independent Schools in London (UK) are three private schools for children aged 4 to 18. The juniors' and senior girls' schools are in the London Borough of Hammersmith and Fulham and the senior boys' school in Ashford Surrey.",EducationalInstitution
64,given_a_choice_of_categories ,"Frank in the River -  Frank in the River is a 24-page comic story by Jim Woodring. Like all Frank stories Frank in the River is virtually wordless and the story is conveyed entirely in pantomime. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
65,given_a_list_of_category_what_does_the_title_belong_to,"""Lamprothyrsus"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
66,given_list_what_category_does_the_paragraph_belong_to,"Francis Payne is an Australian writer of speculative fiction. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist
67,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Café Magazine -  Café Magazine is a monthly Swedish men's magazine focused on fashion style and culture including articles on food movies fitness sex music travel sports technology and books. The magazine is comparable to U.S. publications such as Esquire and GQ.",WrittenWork
68,given_a_choice_of_categories ,"The g Factor: The Science of Mental Ability -  The g Factor: The Science of Mental Ability is a book by Arthur Jensen on the general factor of human mental ability or g. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
69,given_a_list_of_category_what_does_the_title_belong_to,"""Leonia (plant)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
70,given_list_what_category_does_the_paragraph_belong_to,"The Fraternal Hall at 2nd and Chestnut Sts. in Kimball Nebraska was built in 1903-04. It includes Classical Revival architecture. It is now operated as Plains Historical Museum.The building was listed on the National Register of Historic Places in 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
71,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Pölshals Pass -  Pölshals Pass elevation 815 m (2674 ft) is a mountain pass in the Alps in the Austrian Bundesland of Styria.It connects Pöls with the valley of the Mur River.The pass was already in use in Roman times.",NaturalPlace
72,given_a_choice_of_categories ,"Dove River (Tasman) -  The Dove River is a river in the Tasman Region of New Zealand. It arises in hills between the Wai-iti River and Motueka River and flows north-west into the Motueka near the locality of Woodstock. The river is named for the native pigeons once found in the forests around the river.Brown trout can be found in the lower reaches of the river. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace
73,given_a_list_of_category_what_does_the_title_belong_to,"""Josh Scobey"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete
74,given_list_what_category_does_the_paragraph_belong_to,"Unholy Rollers is a 1972 American action comedy film directed by Vernon Zimmerman and starring Claudia Jennings. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film
75,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Søndre Folgefonna -  Søndre Folgefonna is the third largest glacier in mainland Norway and is the largest of the three glaciers constituting Folgefonna. Its highest point is 1660 m (5446 ft) above sea level and its lowest point is 490 m (1608 ft) above sea level.",NaturalPlace
76,given_a_choice_of_categories ,"Marysin Gmina Bychawa -  Marysin [maˈrɨɕin] is a village in the administrative district of Gmina Bychawa within Lublin County Lublin Voivodeship in eastern Poland. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village
77,given_a_list_of_category_what_does_the_title_belong_to,"""Grenada Tree Anole"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
78,given_list_what_category_does_the_paragraph_belong_to,"Cyclamen rohlfsianum is a perennial growing from a tuber native to shrubland especially in limestone cracks up to 450 m (1500 ft) above sea level in a small area of northeastern Libya. It is one of the tenderest cyclamen species.The plant was discovered by Friedrich Gerhard Rohlfs in 1879 and was named after him in 1897 by Paul Friedrich August Ascherson. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
79,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Jonathan Fritzén -  Jonathan Fritzen (born October 11 1982) is a contemporary jazz pianist and multi-instrumentalist.",Artist
80,given_a_choice_of_categories ,"Fear of Flying (novel) -  Fear of Flying is a 1973 novel by Erica Jong which became famously controversial for its attitudes towards female sexuality and figured in the development of second-wave feminism.The novel is written in the first person: narrated by its protagonist Isadora Zelda White Stollerman Wing a 29-year-old poet who has published two books of poetry. On a trip to Vienna with her second husband Isadora decides to indulge her sexual fantasies with another man. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
81,given_a_list_of_category_what_does_the_title_belong_to,"""Pajumaa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Village
