id,prompt_name,input,target
11,summarization,"What is the third limb of yoga?

Context:
sanas originated in India. In his Yoga Sutras, Patanjali (c. 2nd to 4th century CE) describes asana practice as the third of the eight limbs (Sanskrit: अष्टाङ्ग, aṣṭāṅga, from अष्ट् aṣṭ, eight, and अङ्ग aṅga, limb) of classical, or raja yoga.","The third limb of yoga is know as Asana.  This refers to the physical practice of yoga, or the yoga postures.  By putting the body into difficult positions you achieve several key benefits. The first is you are helping your body heal pain.  If you want to meditate and work on healing your mind, you need to first heal your body.  Otherwise your easily distracted mind will focus on pain in your body versus the pain in your mind.  Secondly, commitment to the Asana will teach you the discipline your mind needs to heal.  When going into uncomfortable situations, bad patterns in the mind often arise.  Stepping into discomfort actually becomes an opportunity to study the mind and change patterns of response."
12,general_qa,Should a human be happy all the time?,"Answer 1: Happiness is not only subjective but also temporal - what brought you joy 2 years ago might be boring/unpleasant now. So, instead of optimizing for happiness at a given time, it might actually be better to realize what makes us feel down or not content and avoid them. By avoiding such circumstances/conditions, we can be content and maybe that's what need in life: not strive to be happy all the time but avoid what we truly don't like so that happiness takes care of its own.

Answer 2: Yes! Life is too short to get caught in dull moments so a human needs to optimize for maximum happiness. The definition of happiness differs and that's ok; we all live once and we should spend our time looking for new things that make us happier.

Answer 3: No. Most meaningful lessons in life are learned in situations when we're not particularly happy: Loss of a close person, financial break downs, unexpected health conditions. Getting through these hard times is actually makes a person stronger and more prepared for other calamities in life. We should not strive to be happy ""all the time"" -  instead we should take things as they come. In life, there is a need for moments of discontent as well as a need for moments of joy."
13,open_qa,Could a nuclear explosion change the Earth's rotation?,"Nuclear explosions release more energy than anything else that humans do. Luckily, the energy released by a nuclear blast is only about one trillionth of the power of the Earth spinning. Scientists compare it to trying to slow the speed of a truck by crashing it into a mosquito."
14,information_extraction,"Who was the first actor to play the Joker on the Batman television series?

Context:
César Julio Romero Jr. (February 15, 1907 – January 1, 1994) was an American actor and activist. He was active in film, radio, and television for almost sixty years.

His wide range of screen roles included Latin lovers, historical figures in costume dramas, characters in light domestic comedies, and the Joker on the Batman television series, which was included in TV Guide's 2013 list of The 60 Nastiest Villains of All Time. He was the first actor to play the character.",César Julio Romero Jr. played was the first actor to play the Joker.
15,brainstorming,Different uses for glass,"There are many but here are just a few. 
-Bulbs 
-Vases
-Windows
-Drinking glass
-Screens
-Plates
-Candles holder
-Water Bottles
-table top 
-French Door Glass
-Slippers (if you are a cinderella fan)
-Ash tray 
-coasters 
-Cooking pots"
16,closed_qa,"Given this paragraph about Saffron, where does this name originally come from?

Context:
A degree of uncertainty surrounds the origin of the English word ""saffron"". It might stem from the 12th-century Old French term safran, which comes from the Latin word safranum, from the Arabic (زَعْفَرَان), za'farān, which comes from the Persian word zarparan meaning ""gold strung"" (implying either the golden stamens of the flower or the golden color it creates when used as flavor).",It comes from the Persian word zarparan
17,creative_writing,Write a tribute to my high school swim coach.,"I’ve known Coach for most of my life, growing up in town and spending time with her family as a kid. But it wasn’t until I went to high school and joined the swim team that Coach's role in my life grew and she became more than a parent or even a coach, but an advocate and role model.

Coach left a lasting, positive impact on so many of us. Pushing us not only to be better swimmers, but to be humble leaders and stronger, more confident adults. 

Even though I would never be a star swimmer or D1 athlete, I never felt discouraged by Coach or anyone on her coaching staff. Quite the opposite: I threw myself into swimming. We all pushed ourselves to be the best we could be, we cheered as loud as we could on the sidelines, and no one passed up an opportunity to support the team or attend a team outing. Because Coach didn’t just build teams of champion swimmers, she built a community. I’m still close to many of my teammates — some remain my closest friends. That’s because swimming is more than a sport at our school, it’s a family. And Coach is and (in my mind) always will be the matriarch."
18,classification,"Tell me whether these are a solid, liquid, or gas","book, oxygen, water, juice, coffee, nitrogen, mug, glasses, metal"
19,classification,Which is a species of fish? Boar or Boarfish,Boarfish
20,open_qa,Who was the first Time Magazine Man of the Year?,Charles Lindbergh was named Time Magazine's Man of the Year in 1927.
21,information_extraction,"Who is Doom Guy?

Context:
The Doomguy (also spelt Doom Guy, as well as referred to as the Doom Marine, Doom Slayer or just the Slayer in Doom (2016) and Doom Eternal) is a fictional character and the protagonist of the Doom video game franchise of first-person shooters created by id Software. He was created by American video game designer John Romero. He was introduced as the player character in the original 1993 video game Doom. Within the Doom series, Doomguy is a demon hunter space marine dressed in green combat armor who rarely speaks onscreen, and his personality and backstory were intentionally vague to reinforce his role as a player avatar. In Doom Eternal, he is voiced by American voice actor Matthew Waterson, while Jason Kelley voices the character in that game's downloadable content The Ancient Gods: Part Two. He has appeared in several other games developed by id Software, including Quake Champions and Quake III Arena.",Doom Guy was created by John Romero as the fictional protagonist of the Doom video game. In the game he is a demon hunter space marine dressed in green combat armor.
22,closed_qa,"Why was the movie The Happytime Murders given such bad reviews if it was award winning?

Context:
The Happytime Murders was released on August 24, 2018, by STXfilms. It received mostly negative reviews from critics for its humor, performances and story, though the puppetry received praise. The film was a box-office bomb, grossing $27.5 million worldwide against a $40–47 million budget. The film received six nominations at the 39th Golden Raspberry Awards, including Worst Picture, and Worst Actress for McCarthy who won that award.","The Golden Raspberry Awards, also known as the Razzies, is a parody award show. They celebrate the failures in cinema. Their tagline is ""Own Your Bad"" and often celebrities that are nominated for a Razzie take it in jest. Sometimes the roles or categories a movie is nominated in the Razzies are also nominated for Oscars or other acclaimed awards. The Happytime Murders film, however, was only nominated for parody awards such as the Razzies."
23,general_qa,Can I travel to Canada from the United States with my dog?,You can travel into Canada with a dog as long as you have proof of an unexpired rabies vaccination.
24,summarization,"What programming language does Spark support?

Context:
Apache Spark has built-in support for Scala, Java, SQL, R, and Python with 3rd party support for the .NET CLR, Julia and more.","Apache Spark has built-in support for Scala, Java, SQL, R, and Python. It also supports 3rd party programming language such as .NET CLR, Julia and more."
25,general_qa,What is the month of Ramadan?,"Ramadan is a month in the Islamic Hijri Calendar. During this month Muslims fast from sunrise to sunset. While fasting, Muslims abstain from eating, drinking as well as sexual interaction. They are encouraged to do as many good deeds as they could during the month such as giving away food, money, clothes etc. It is also a month of prayers, rituals and community. Right after Ramadan comes Eid el Fitr which is one of the two biggest celebrations that Muslims observe during the year."
26,general_qa,What is the best way to understand event based data?,"The best way to understand event based data depends on the particular questions you're trying to answer. If you're looking for overall trends in data, then counting the data, perhaps grouped by time frames and another logical grouping, then graphing the resulting time series works best. If instead you're trying to understand how the data is broken down into groups, selecting a time frame as a filter and then visualizing the groups with a heat map or scatter chart may work better."
27,general_qa,Who won the 1998-99 UEFA Champions League?,UEFA Champions League is Europe's premier club football tournament. During 1998-99 season the English club Manchester United played against the German Bayern Munich in the final. The competition was won by Manchester United coming back from a goal down in the last two minutes of injury time. Bayern Munich was defeat 2-1. Teddy Sheringham and Ole Gunnar Solskjær scored United's goals for Manchester United.
28,closed_qa,"Given this paragraph, how many public high schools are in Arlington, Virginia?

Context:
Arlington Public Schools operates the county's public K-12 education system of 22 elementary schools; 6 middle schools (Dorothy Hamm Middle School, Gunston Middle School, Kenmore Middle School, Swanson Middle School, Thomas Jefferson Middle School, and Williamsburg Middle School); and 3 public high schools (Wakefield High School, Washington-Liberty High School, and Yorktown High School). H-B Woodlawn and Arlington Tech are alternative public schools. Arlington County spends about half of its local revenues on education. For the FY2013 budget, 83 percent of funding was from local revenues, and 12 percent from the state. Per pupil expenditures are expected to average $18,700, well above its neighbors, Fairfax County ($13,600) and Montgomery County ($14,900).","There are 3 public high schools in Arlington, Va."
29,general_qa,What do I need to be aware of when talking to an alien?,"You need to carefully consider your actions and presuppose a friendly exchange. Here are suggestions that may help:

1. Try to avoid using offensive behavior and remarks. Respect each other's culture, values and dignity.
2. Try not to mention any human weapons, technology, and information that can cause damage or confusions.
3. During the communication, make sure to confirm the other party's attitude towards humans. Whenever possible, choose aliens with a friendly attitude to communicate with. If you see hostility toward you, or even toward humanity, be vigilant and inform others if the situation is out of your control.

Always keep in mind that your actions may concern humans or represent others. Your communication with aliens requires compliance with the ethics and laws of both parties."
30,closed_qa,"Given a reference text about the Battle of Thermopylae, tell me when the battle was fought, who the battle was between, how many Greek and Persian forces there were, how the Persian army was able to flank the Greek forces and who won the battle?

Context:
The Battle of Thermopylae (/θərˈmɒpɪliː/ thər-MOP-i-lee; Greek: Μάχη τῶν Θερμοπυλῶν, Máchē tōn Thermopylōn) was fought in 480 BC between the Achaemenid Persian Empire under Xerxes I and an alliance of Greek city-states led by Sparta under Leonidas I. Lasting over the course of three days, it was one of the most prominent battles of both the second Persian invasion of Greece and the wider Greco-Persian Wars.

The engagement at Thermopylae occurred simultaneously with the Battle of Artemisium: between July and September 480 BC. The second Persian invasion under Xerxes I was a delayed response to the failure of the first Persian invasion, which had been initiated by Darius I and ended in 490 BC by an Athenian-led Greek victory at the Battle of Marathon. By 480 BC, a decade after the Persian defeat at Marathon, Xerxes had amassed a massive land and naval force, and subsequently set out to conquer all of Greece. In response, the Athenian politician and general Themistocles proposed that the allied Greeks block the advance of the Persian army at the pass of Thermopylae while simultaneously blocking the Persian navy at the Straits of Artemisium.

Around the start of the invasion, a Greek force of approximately 7,000 men led by Leonidas marched north to block the pass of Thermopylae. Ancient authors vastly inflated the size of the Persian army, with estimates in the millions, but modern scholars estimate it at between 120,000 and 300,000 soldiers. They arrived at Thermopylae by late August or early September; the outnumbered Greeks held them off for seven days (including three of direct battle) before their rear-guard was annihilated in one of history's most famous last stands. During two full days of battle, the Greeks blocked the only road by which the massive Persian army could traverse the narrow pass. After the second day, a local resident named Ephialtes revealed to the Persians the existence of a path leading behind the Greek lines. Subsequently, Leonidas, aware that his force was being outflanked by the Persians, dismissed the bulk of the Greek army and remained to guard their retreat along with 300 Spartans and 700 Thespians. It has been reported that others also remained, including up to 900 helots and 400 Thebans. With the exception of the Thebans, most of whom reportedly surrendered, the Greeks fought the Persians to the death.

Themistocles was in command of the Greek naval force at Artemisium when he received news that the Persians had taken the pass at Thermopylae. Since the Greek defensive strategy had required both Thermopylae and Artemisium to be held, the decision was made to withdraw to the island of Salamis. The Persians overran Boeotia and then captured the evacuated city of Athens. The Greek fleet—seeking a decisive victory over the Persian armada—attacked and defeated the invading force at the Battle of Salamis in late 480 BC. Wary of being trapped in Europe, Xerxes withdrew with much of his army to Asia, reportedly losing many of his troops to starvation and disease while also leaving behind the Persian military commander Mardonius to continue the Achaemenid Empire's Greek campaign. However, the following year saw a Greek army decisively defeat Mardonius and his troops at the Battle of Plataea, ending the second Persian invasion.

Both ancient and modern writers have used the Battle of Thermopylae as a flagship example of the power of an army defending its native soil. The performance of the Greek defenders is also used as an example of the advantages of training, equipment, and use of terrain as force multipliers.","The Battle of Thermopylae was fought in 480 BC. The battle was fought between the Persian Empire, led by Xerxes I, and a combination of allied Greek city-states led by Leonidas I of Sparta. There were approximately 7,000 Greek men led by Leonidas I and an estimated 120,000 - 300,000 Persian soldiers led by Xerxes I. The Persian army was able to outflank the Greek army because a local person named Ephialtes informed the Persians that there was an unguarded path that lead behind the Greek lines. The Greek army made one final stand but ultimately were unsuccessful and were over taken by the Persian army."
31,general_qa,"What are the top 5 places to eat while visiting Milwaukee, Wisconsin?","Milwaukee is a great destination for foodies, it has some iconic eating places which are a must for any new visitor. 1. Kopps Custard: This places serves the best custard in tri-state region and a must have while in milwaukee. They also serve great burgers and sandwiches. 2. Collectivo Coffee - This is a local coffee shop situated on the Michigan Lake shore in an old pump house converted into a coffee shop. The ambiance, coffee, and food make it a great spot to relax and read a book. 3. Maders: This is probably the most famous restaurant of milwaukee serving authentic German food 4. Cafe Hollander: This is great place to taste different kinds of beers and their food is also very eclectic 5. Zaffiro's Pizza: If you are in the mood for some pizza don't forget to stop by Zaffiro's"
32,information_extraction,"From the passage identify the usage of Limestone. Display the results in a numbered list format.

Context:
Limestone (calcium carbonate CaCO3) is a type of carbonate sedimentary rock which is the main source of the material lime. It is composed mostly of the minerals calcite and aragonite, which are different crystal forms of CaCO3. Limestone forms when these minerals precipitate out of water containing dissolved calcium. This can take place through both biological and nonbiological processes, though biological processes, such as the accumulation of corals and shells in the sea, have likely been more important for the last 540 million years. Limestone often contains fossils which provide scientists with information on ancient environments and on the evolution of life.About 20% to 25% of sedimentary rock is carbonate rock, and most of this is limestone. The remaining carbonate rock is mostly dolomite, a closely related rock, which contains a high percentage of the mineral dolomite, CaMg(CO3)2. Magnesian limestone is an obsolete and poorly-defined term used variously for dolomite, for limestone containing significant dolomite (dolomitic limestone), or for any other limestone containing a significant percentage of magnesium. Most limestone was formed in shallow marine environments, such as continental shelves or platforms, though smaller amounts were formed in many other environments. Much dolomite is secondary dolomite, formed by chemical alteration of limestone. Limestone is exposed over large regions of the Earth's surface, and because limestone is slightly soluble in rainwater, these exposures often are eroded to become karst landscapes. Most cave systems are found in limestone bedrock.Limestone has numerous uses: as a chemical feedstock for the production of lime used for cement (an essential component of concrete), as aggregate for the base of roads, as white pigment or filler in products such as toothpaste or paints, as a soil conditioner, and as a popular decorative addition to rock gardens. Limestone formations contain about 30% of the world's petroleum reservoirs.","1. as a chemical feedstock for the production of lime used for cement (an essential component of concrete)
2. as aggregate for the base of roads
3. as white pigment or filler in products such as toothpaste or paints
4. as a soil conditioner
5. as a popular decorative addition to rock gardens"
33,brainstorming,In which years did the Women's Australian cricket team win the world cup,"1978
1982
 1988
 1997
 2005
 2013
2022"
34,closed_qa,"what was population of India during Mauryan Era?

Context:
Prehistory to early 19th century
The following table lists estimates for the population of India (including what are now Pakistan and Bangladesh) from prehistory up until 1820. It includes estimates and growth rates according to five economic historians, along with interpolated estimates and overall aggregate averages derived from their estimates.[citation needed]

Estimates of historical world population

Year	Aggregate average	Period	Average
 % growth
/ century
Population	% of World population
10,000 BC	1,000	0.83%	Stone Age	30.28
4000 BC	1,000,000	30.83%
2000 BC	13,000,000	37.143%	Bronze Age	26.25
500 BC	25,000,000	41.70%	Iron Age	
400 BC	26,000,000	43.96%
200 BC	31,000,000	47.63%	Maurya era	
1 AD	35,000,000	35.56%	Classical
era	
200	41,000,000	36.15%
400	47,000,000	40%
500	50,000,000	43.58%
600	53,000,000	48.83%	Early
medieval
era	
700	60,000,000	56.67%
800	64,000,000	55%
900	70,000,000	53.34%
1000	79,000,000	30%
1100	83,000,000	35%	Late
medieval
era	
1200	86,000,000	36.67%
1300	91,000,000	38.34%
1400	97,000,000	30%
1500	105,000,000	21.67%
1600	140,000,000	23.33%	Early modern era	
1650	170,000,000	26.15%
1700	140,000,000	20%
1750	183,000,000	21.53%
1800	200,000,000	20%
1820	210,000,000	19.09%
The population grew from the South Asian Stone Age in 10,000 BC to the Maurya Empire in 200 BC at a steadily increasing growth rate, before population growth slowed down in the Early Medieval Era up to 700 AD, and then started decreasing the up to 1500 AD.

Under Mughal Empire, India experienced a high economic and demographic upsurge, due to Mughal agrarian reforms that intensified agricultural production. 15% of the population lived in urban centres, higher than the percentage of the population in 19th-century British India and contemporary Europe up until the 19th century. Those estimates were criticised by Tim Dyson, who considers them exaggerations. According to Dyson, urbanisation of the Mughal empire was less than 9%

Under the reign of Akbar (reigned 1556–1605) in 1600, the Mughal Empire's urban population was up to 17 million people, larger than the urban population in Europe. By 1700, Mughal India had an urban population of 23 million people, larger than British India's urban population of 22.3 million in 1871. Nizamuddin Ahmad (1551–1621) reported that, under Akbar's reign, Mughal India had 120 large cities and 3,200 townships. A number of cities in India had a population between a quarter-million and half-million people, with larger cities including Agra (in Agra Subah) with up to 800,000 people and Dhaka (in Bengal Subah) with over 1 million people. Mughal India also had a large number of villages, with 455,698 villages by the time of Aurangzeb (reigned 1658–1707).","It was around 31,000,000 during Maurya Era (200BC) ."
35,creative_writing,Why is sitting the new smoking?,"Sitting is not good for your body, as it was created to move. Sedentary lifestyles have many health risk factors associated. It can decrease your bone density to live a sedentary lifestyle, leading to more injuries. Sitting all day will also overtime impact your flexibility and ability to be limber. This too, impacts your likelihood of becoming injured."
36,summarization,"Where is Pleasanton?

Context:
Pleasanton is a city in Alameda County, California, United States. Located in the Amador Valley, it is a suburb in the East Bay region of the San Francisco Bay Area. The population was 79,871 at the 2020 census. In 2005 and 2007, Pleasanton was ranked the wealthiest middle-sized city in the United States by the Census Bureau. Pleasanton is home to the headquarters of Safeway, Workday, Ellie Mae, Roche Molecular Diagnostics, Blackhawk Network Holdings, and Veeva Systems. Other major employers include Kaiser Permanente, Oracle and Macy's. Although Oakland is the Alameda County seat, a few county offices are located in Pleasanton. The Alameda County Fairgrounds are located in Pleasanton, where the county fair is held during the last week of June and the first week of July. Pleasanton Ridge Regional Park is located on the west side of town.","Pleasanton is city in California, United States. It is located about 30-45 miles east of San Francisco. It is known for being Headquarter for multiple tech companies like veeva, workday and safeway."
37,closed_qa,"In the summary below of episode 158 of the series Black Clover, how did the Spade army lose?

Context:
Ralph continues trying to cross the border. The Spade army begins crossing the border in a mechanized citadel called Candelo powered by siphoning magic from Spade commoners. Asta, who has grown even stronger and can now fly astride his demon slayer sword, flies to Candelo where he is enraged to see Spade Knights siphoning prisoners to death. Asta confronts Candelo’s commander who reveals he is also the vessel for a devil. He poisons Asta with poison magic but Asta easily absorbs the poison into the demon destroyer sword and furiously cuts the citadel in half, defeating the captain in a single blow. The Bulls arrive and Mimosa helps the prisoners recover. Noelle reveals Luck and Leopold were sent to destroy the Spade base near to the prisoner’s village. Realising they get to return home safely the prisoners reveal the Spade kingdom is ruled by the Dark Triad, each possessed by a powerful devil, and their followers the Dark Disciples who draw demonic power from the Triad. The Triad, siblings Dante, Vanica and Zenon Zogratis, consider the loss of Candelo trivial when they are close to their goal for which they only need capture two Arcane Stage mages. Ralph finally crosses the border and collapses by Hage Church where Sister Lily finds him calling out for “Prince Yuno”.","Asta countered the Spade Kingdom's commandor's poison attack with the demon destroyer sword, then cut the attacking citadel in half, defeating the captain in a single blow."
38,information_extraction,"Extract the dates from the following.

Context:
YouTube has been led by a CEO since its founding in 2005, and has retained this leadership model even after its acquisition by Google. The current CEO is Neal Mohan, who was appointed on February 16, 2023.","February 16, 2023"
39,open_qa,United Nation General Assembly has declared the year 2023 as,The International Year of Millet
40,creative_writing,"As a 16-year old high school student, write a short summary of your visit to the Vermeer exhibition in the Rijksmuseum.","My friends and I  went to the Rijksmuseum the other day to see the Vermeer exhibition. I have to say, I wasn't too excited about it at first, but it turned out to be pretty cool. Vermeer was a Dutch painter from the 1600s and he was known for his realistic paintings of everyday life. We saw a lot of his paintings and they were really impressive, especially when you consider the time period they were from. My favorite painting was definitely the Girl with a Pearl Earring. The colors and lighting were amazing, and it was kind of mesmerizing to look at. We also saw some other paintings from different artists, like Rembrandt and Frans Hals, and they were all really cool too. It was a nice break from all the usual teenage stuff and I actually learned something new."
41,general_qa,"In music theory, what is the circle of fifths?","The circle of fifths is a way of organizing the 12 chromatic pitches as a sequence of perfect fifths. (This is strictly true in the standard 12-tone equal temperament system — using a different system requires one interval of diminished sixth to be treated as a fifth). If C is chosen as a starting point, the sequence is: C, G, D, A, E, B (=C♭), F♯ (=G♭), C♯ (=D♭), A♭, E♭, B♭, F. Continuing the pattern from F returns the sequence to its starting point of C. This order places the most closely related key signatures adjacent to one another. It is usually illustrated in the form of a circle."
42,information_extraction,"Who started Belu?

Context:
Belu was founded in 2004 by film maker Reed Paget as a bottled water business with an aim to be an environmentally friendly alternative to other beverages on the market. Before launching Belu, Paget was a keen environmentalist in business communities, encouraging others in the drinks industry to consider the environmental impact of sourcing, manufacturing and packaging. Early stage investors in Belu included Body Shop co-founder Gordon Roddick, environmentalist Ben Goldsmith and hedge fund manager, Chris Cooper-Hohn",Reed Paget founded Belu in 2004.
43,closed_qa,"Why did the Prix Lupin not take place from 1915 to 1918?

Context:
The event was established in 1855, and it was originally called the Prix de l'Empereur. It was initially held at the Champ de Mars, and was transferred to Longchamp in 1857. It was cancelled due to the Franco-Prussian War in 1871, and was renamed the Grande Poule des Produits in 1872.

The race was one of several trials for the Prix du Jockey Club collectively known as the Poules des Produits. The others (listed by their modern titles) were the Prix Daru, the Prix Hocquart, the Prix Noailles and the Prix Greffulhe. Unlike those races, the Grande Poule des Produits had no restrictions based on the nationality of a horse's sire or dam.

The event was renamed in memory of Auguste Lupin (1807–1895), a successful owner-breeder, in 1896.

The Prix Lupin was abandoned throughout World War I, with no running from 1915 to 1918. It was cancelled once during World War II, in 1940. It was run at Le Tremblay over 2,150 metres in 1943, and at Maisons-Laffitte in 1944.

The present system of race grading was introduced in 1971, and the Prix Lupin was classed at Group 1 level.

The race was last run in 2004. It was discontinued after France Galop restructured its Group 1 programme for three-year-olds in 2005.",Due to the first World War
44,classification,"Tell me whether these beverages are acidic: Orange Juice, Grapefruit Juice, Coca-Cola, Soy Milk, Coconut Water, Carrot Juice","Orange juice is a highly acidic beverage.
Grapefruit juice is a highly acidic beverage.
Coca-Cola is a highly acidic beverage.
Soy milk is low in acidity.
Coconut water is low in acidity.
Carrot juice is low in acidity."
45,classification,"Classify each of the following as an electric or gas vehicle: Tesla Model Y, Kia Telluride, Lexus IS250, Mustang Mach-e, Chevy Bolt, Toyota Rav4","Tesla Model Y: Electric Vehicle
Kia Telluride: Gas Vehicle
Lexus IS250: Gas Vehicle
Mustang Mach-e: Electric Vehicle
Chevy Bolt: Electric Vehicle
Toyota Rav4: Gas Vehicle"
46,summarization,"What was the united Arab republic?

Context:
In 1958, Egypt and Syria formed a sovereign union known as the United Arab Republic. The union was short-lived, ending in 1961 when Syria seceded, thus ending the union. During most of its existence, the United Arab Republic was also in a loose confederation with North Yemen (or the Mutawakkilite Kingdom of Yemen), known as the United Arab States. In 1959, the All-Palestine Government of the Gaza Strip, an Egyptian client state, was absorbed into the United Arab Republic under the pretext of Arab union, and was never restored. The Arab Socialist Union, a new nasserist state-party was founded in 1962.",The United Arab Republic was formed in 1958 as a sovereign union by Egypt and Syria. Later in 1959 Gaza was part of the republic but it only lasted till 1961 when Syria seceded.
47,general_qa,Why are cookies delicious?,"Cookies are delicious typically because they contain fat (oils usually), sugar, and salt in addition to carbohydrates from flour, many ingredients of which human taste buds enjoy. They are also baked, adding the heat element, which chemically alters them to be more palatable."
48,information_extraction,"As per the passage whose works did Narendranath study?

Context:
In 1871, at the age of eight, Narendranath enrolled at Ishwar Chandra Vidyasagar's Metropolitan Institution, where he went to school until his family moved to Raipur in 1877. In 1879, after his family's return to Calcutta, he was the only student to receive first-division marks in the Presidency College entrance examination.  He was an avid reader in a wide range of subjects, including philosophy, religion, history, social science, art and literature. He was also interested in Hindu scriptures, including the Vedas, the Upanishads, the Bhagavad Gita, the Ramayana, the Mahabharata and the Puranas. Narendra was trained in Indian classical music, and regularly participated in physical exercise, sports and organised activities. Narendra studied Western logic, Western philosophy and European history at the General Assembly's Institution (now known as the Scottish Church College). In 1881, he passed the Fine Arts examination, and completed a Bachelor of Arts degree in 1884. Narendra studied the works of David Hume, Immanuel Kant, Johann Gottlieb Fichte, Baruch Spinoza, Georg W. F. Hegel, Arthur Schopenhauer, Auguste Comte, John Stuart Mill and Charles Darwin. He became fascinated with the evolutionism of Herbert Spencer and corresponded with him, translating Herbert Spencer's book Education (1861) into Bengali. While studying Western philosophers, he also learned Sanskrit scriptures and Bengali literature.","David Hume, Immanuel Kant, Johann Gottlieb Fichte, Baruch Spinoza, Georg W. F. Hegel, Arthur Schopenhauer, Auguste Comte, John Stuart Mill and Charles Darwin."
49,brainstorming,What ingredients do i need to make sour dough bread,"Main ingredient is sour dough starter. You also need flour, water and salt."
