id,prompt_name,input,target
34,reply_with_emoation_label,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me. What is the emotion expressed in this message?,joy
35,reply_with_emoation_label,i feel an important experience for short term mission groups. What is the emotion expressed in this message?,joy
36,reply_with_emoation_label,i starred into susan s gaping cum filled ring i could feel my own cock hardening in the vain hope of fucking this goddess myself but that would have to wait another day. What is the emotion expressed in this message?,sadness
37,choose_the_best_emotion_label,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics. The emotion expressed for the message is,joy
38,choose_the_best_emotion_label,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it. The emotion expressed for the message is,fear
39,answer_question_with_emotion_label,i feel ok and go out into the world to work buy food or just go for a walk. How will you feel about the message?,joy
40,choose_the_best_emotion_label,i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom. The emotion expressed for the message is,sadness
41,answer_question_with_emotion_label,i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to. How will you feel about the message?,joy
42,choose_the_best_emotion_label,i like moving with a long lead time and not feeling rushed. The emotion expressed for the message is,anger
43,choose_the_best_emotion_label,i suppose most of my writing emerges out of some feeling of emotional urgency so there is usually a sense of darkness. The emotion expressed for the message is,sadness
44,reply_with_emoation_label,i feel bashful under his teasing scrutiny. What is the emotion expressed in this message?,fear
45,select_emotion_label_from_list,"'Given the message: i feel weird with just his perfect day of worry free lazy junk food and video games. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear
46,answer_question_with_emotion_label,i feel unsure of my footing. How will you feel about the message?,fear
47,predict_the_best_emotion_label,i feel so regretful for things i cannot remember because i was so drunk. What emotion does the writer express for the message?,sadness
48,predict_the_best_emotion_label,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff. What emotion does the writer express for the message?,sadness
49,predict_the_best_emotion_label,i sigh and say im tired and feeling very needy. What emotion does the writer express for the message?,sadness
50,answer_with_class_label,What emotion does the following message express? i understand the feeling of a writer unsure of his skill unsure of his audience wondering if he has wasted hours and hours of his life making marks on a page,fear
51,answer_with_class_label,What emotion does the following message express? i feel neglectful and while at her reception i grazed her arm as i walked by and she pulled me back and said where are you going youre way more imporant than those people but i was stoned and full of champagne and could only tell her she was beautiful and that he seemed nice,sadness
52,choose_the_best_emotion_label,i feel like this leads me to be not as gentle and kind as i should be. The emotion expressed for the message is,love
53,predict_the_best_emotion_label,i feel a bit stressed because it feels like im supposed to do something all the time and that i should be reading now. What emotion does the writer express for the message?,anger
54,answer_with_class_label,What emotion does the following message express? i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,joy
55,predict_the_best_emotion_label,i found myself feeling so angry. What emotion does the writer express for the message?,anger
56,select_emotion_label_from_list,"'Given the message: i feel it is my solemn duty to share this divine knowledge of mine in order that others may benefit from it s truth and beauty and render their world just a tad closer to thearchitecturality that utopian perfectly set garage society to which we all strive. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
57,select_emotion_label_from_list,"'Given the message: i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",love
58,answer_question_with_emotion_label,i was a feeling a bit low a few weeks back and i just focused on all the things that werent right in my life at the moment the requests that i had made that hadnt been granted. How will you feel about the message?,sadness
59,choose_the_best_emotion_label,i met you i used to want to lock myself into a vault just to feel precious. The emotion expressed for the message is,joy
60,predict_the_best_emotion_label,i feel like this will be an amazing series and will be epic in the movie theater. What emotion does the writer express for the message?,joy
61,choose_the_best_emotion_label,i was feeling a bit miserable and the only thing that could cheer me up is some good old baking. The emotion expressed for the message is,sadness
62,predict_the_best_emotion_label,i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am. What emotion does the writer express for the message?,fear
63,choose_the_best_emotion_label,i feel like every day i grow stronger and become less needy of someone to fill that role. The emotion expressed for the message is,sadness
64,answer_with_class_label,What emotion does the following message express? i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,sadness
65,answer_question_with_emotion_label,im feeling very petty right now. How will you feel about the message?,anger
66,choose_the_best_emotion_label,i definetly need both as i have been feeling quite lethargic. The emotion expressed for the message is,sadness
67,choose_the_best_emotion_label,i feel the need to turn to my beloved nations. The emotion expressed for the message is,joy
68,reply_with_emoation_label,i feel super good. What is the emotion expressed in this message?,joy
69,select_emotion_label_from_list,"'Given the message: i wasnt going to post anything about his death because i made me feel mad and shitty. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",anger
70,select_emotion_label_from_list,"'Given the message: ill be glad when shes all better cuz keeping ollie from fighting with her while shes feeling playful is quite a job. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
71,reply_with_emoation_label,i want to feel affectionate. What is the emotion expressed in this message?,love
72,answer_with_class_label,What emotion does the following message express? i have the dried bladders all ready for a day im feeling brave,joy
73,predict_the_best_emotion_label,i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love. What emotion does the writer express for the message?,joy
74,answer_with_class_label,What emotion does the following message express? i would feel boring rejected or just downright unlikeable,sadness
75,answer_with_class_label,What emotion does the following message express? i feel like being distracted,anger
76,choose_the_best_emotion_label,i hate that feeling cus thats really bitchy to want someone to break up with their girlfriend so theyd be with you. The emotion expressed for the message is,anger
77,answer_question_with_emotion_label,i was feeling as if i am in the lap of the divine mother and she is holding me in her soft and tender arms. How will you feel about the message?,joy
78,answer_with_class_label,What emotion does the following message express? i feel scared when my father suddenly opens a door,fear
79,predict_the_best_emotion_label,i forget that im supposed to be sad about being single or stressed about work and just smile and feel peaceful. What emotion does the writer express for the message?,joy
80,predict_the_best_emotion_label,i only feel irritated by it. What emotion does the writer express for the message?,anger
81,answer_question_with_emotion_label,while cycling in the country. How will you feel about the message?,fear
82,select_emotion_label_from_list,"'Given the message: ive felt even more centered here and pleased w how things are going w out feeling complacent. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
83,answer_question_with_emotion_label,i am planning for at the beginning of this year and feeling only a little smug about it. How will you feel about the message?,joy
84,choose_the_best_emotion_label,i am feeling stupid and stuck and i know that the best way to get it to end is just to get it to end. The emotion expressed for the message is,sadness
85,select_emotion_label_from_list,"'Given the message: i feel like i dont have anything worthwhile to blog about so im continuing to blog about things that i used to when i wasnt married. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
86,choose_the_best_emotion_label,i just feel that as my reader and loyal subscriber you need to be informed about how great butterfly marketing really is and not be taken for a ride so i can bank some chunky commissions. The emotion expressed for the message is,love
87,answer_with_class_label,What emotion does the following message express? i have been feeling is any indication on this childs personality then i am petrified,fear
88,select_emotion_label_from_list,"'Given the message: i don t want anyone to feel inhibited if their bodies are not typical ballet bodies. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",fear
89,reply_with_emoation_label,i barely even feel like explaining the weird history of shadow dancer the not really console port of the arcade sequel to shinobi even though there was already a console sequel to shinobi thats a totally different game the revenge of shinobi. What is the emotion expressed in this message?,surprise
90,choose_the_best_emotion_label,i sit here tonight i feel anxious. The emotion expressed for the message is,fear
91,choose_the_best_emotion_label,i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me. The emotion expressed for the message is,sadness
92,reply_with_emoation_label,i want to exhibit all new pieces which is kinda making things a bit more stressful but i know id feel somewhat dissatisfied about showing old work. What is the emotion expressed in this message?,anger
93,answer_with_class_label,What emotion does the following message express? ive never owned a mac have always used microsoft and just feel disillusioned with the way theyve managed this roll out all the glitches things not working and overall that vista has been out for months and it is only now that it is starting to become stable thanks to update after update,sadness
94,answer_question_with_emotion_label,i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks. How will you feel about the message?,sadness
95,reply_with_emoation_label,i feel so dirty so unamerican so french. What is the emotion expressed in this message?,sadness
96,reply_with_emoation_label,im skipping floors one and four because theyre two of the most conventional feeling and quite frankly boring maps in the game for me. What is the emotion expressed in this message?,sadness
97,reply_with_emoation_label,i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi. What is the emotion expressed in this message?,anger
98,reply_with_emoation_label,i i feel as though we were more successful here. What is the emotion expressed in this message?,joy
99,answer_question_with_emotion_label,i was feeling unhappy with my work i joined in with the carping. How will you feel about the message?,sadness
100,predict_the_best_emotion_label,i do have good days and bad days but the bad days are awful resulting in constant trips to the bathroom a lot of pain bloat and discomfort lots of blood and just feeling completely exhausted and rundown. What emotion does the writer express for the message?,sadness
101,select_emotion_label_from_list,"'Given the message: i started university at the age of and although it was incredibly nerve racking i feel organised and determined which is a far cry from the jess of years ago or maybe even for that matter. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
102,select_emotion_label_from_list,"'Given the message: i also wouldnt mind a canon d mark iii if anyone is feeling generous. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",joy
103,reply_with_emoation_label,i want to feel like i m important. What is the emotion expressed in this message?,joy
104,predict_the_best_emotion_label,i am merely a man who will feel humiliated whenever i am intimidated by you. What emotion does the writer express for the message?,sadness
105,reply_with_emoation_label,i feel discouraged and beaten down i do better when i can pray about it obviously and then call my mama and friends. What is the emotion expressed in this message?,sadness
106,answer_with_class_label,What emotion does the following message express? i had pocket qq and was feeling pretty confident lol,joy
107,reply_with_emoation_label,i am feeling emotional about something or other positive or otherwise. What is the emotion expressed in this message?,sadness
108,answer_with_class_label,What emotion does the following message express? i feel very blessed to have a new team of doctors that are by my side and listen,love
109,choose_the_best_emotion_label,i feel very relaxed playing with carl clarke says. The emotion expressed for the message is,joy
110,answer_with_class_label,What emotion does the following message express? i feel a remembrance of the strange by justin aryiku falls into the latter category,fear
111,select_emotion_label_from_list,"'Given the message: i feel accepted there said panorma who is from indonesia. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",love
112,select_emotion_label_from_list,"'Given the message: i feel like im gonna be so greedy with him cuz i just love him so much. 

Out of the options, sadness, joy, love, anger, fear and surprise, 

the emotion in the message is",anger
113,predict_the_best_emotion_label,i feel lousy about how much i have to study. What emotion does the writer express for the message?,sadness
114,answer_with_class_label,What emotion does the following message express? i reckon this is fair enough yes the queen is their monarch but they are so geographically removed from her and her presence that i appreciate that many australians may feel more loyal to their country and own communities than to the queen herself,love
115,answer_with_class_label,What emotion does the following message express? i could loose my job i would be so f amp ed for xmas i hate xmas i hate holidays i wish they would go away i feel nervous i feel sad what if i disappoint my family my friends,fear
116,answer_question_with_emotion_label,i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life. How will you feel about the message?,joy
117,predict_the_best_emotion_label,im already beholding myself not to be indulged into high intensity of feeling homesick but i think i just did. What emotion does the writer express for the message?,sadness
118,reply_with_emoation_label,i feel less valued cause i dont look good. What is the emotion expressed in this message?,joy
119,answer_question_with_emotion_label,i feel lonely i remember my moms saying. How will you feel about the message?,sadness
