id,prompt_name,input,target
10,Sum up the following dialogue,"Sum up the following dialogue: 
Sasha: Hi Dean
Dean: Hi :)
Sasha: Are you at school now?
Dean: yes
Sasha: great! Would you mind helping me a little?
Dean: ??
Sasha: I forgot to give in my essay on modernism and you know how digitally retarded professor Dickins is
Dean: Haha, I do :D
Sasha: Could you please please please go to the library and print it out for me?
Dean: Sure, does it have to be now?
Sasha: By the end of the day is okay
Dean: Good, cause I was just going to grab some lunch
Sasha: No worries, I oweyou forever
Dean: :)
Sasha: Thanks!!!
Dean: I'll let you know when it's done",Dean will print out Sasha's essay in the library for her to hand it in to professor Dickins.
11,To sum up this dialog,"Hilary: can't belive that our children start school tommorow
Mandy: I know, yesterday they couldn't even walk :D
Hilary: Max is so happy, his backpack is already near the door :)
Mandy: I think Lisa is a little scared
Hilary: she'll be fine, as soon as she meet new friend everything will be great
Mandy: Hope so :)
Hilary: ok, see u tomorrow then :)
To sum up this dialog:",Hilary's son and Mandy's daughter are starting school tomorrow.
12,Sum up the following dialogue,"Sum up the following dialogue: 
Sarah: <file_photo> Síofra’s First day of school. I didn't even cry, so proud of myself!
Finn: We're proud too Sarah 😂😂
Anthony: baby getting older! Well done Sarah for not crying",Siofra had her first day of school.
13,Write a dialogue that match this summary,Write a dialogue that matches this summary: Ashleyh will come behind the building in 5 minutes.,"Ashley: You asked me to come behind the building?
Nicholas: Yeah I asked Ethan to tell you that
Ashley: Ok coming in 5 minutes"
14,Write a dialogue that match this summary,Write a dialogue that matches this summary: Max thinks that waiters/waitresses shouldn't be framed by their nationality.,"Henning: You wanna hear something weird?
Max: yes, always!
Henning: Recently somehow we talked about waiters/waitresses. And the Louis's interpretation was that in Italy they are so nice, because they are so lowly and cannot afford to be demanding and have to be servile, basically.
Henning: And in France they are arrogant, because they can afford it.
Henning: Somehow, because their status is higher.
Max: LOL. Another beautiful theory - nationalist in its core, after all.
Henning: And I agree with neither the first nor the second assessment.
Max: me neither. Being honest I don't see huge differences throughout Europe. It happens to me to meet a very nice waiter here and there, and grumpy people as well
Henning: No, so far i find Italian waiters much nicer and much less professional than in Germany. But I wouldn't venture any theories about the countries.
Max: Jakob (the Slovene) told me after coming back from Berlin that waiters there are so much less nice than here in Italy. While Jakob (the Pole) always complains about them being so rude in comparison with Poland.
Henning: Berlin is a big city though
Max: And I am starting to think that all those theories say more about their authors than about the waiters and the countries. They are always nationally framed, which is stupid
Henning: Maybe. Also our position, when I am in a restaurant in Germany I am often with my family, in Italy with a bunch of fun young, foreign people.
Max: Paris is a different world than Bretagne I assume. In a small village. Of course, there is more of talking, touching, joking in Italy. But people in Germany, in Landshut are also more talkative than in Munich. That's all, I believe. Aaso it depends how touristic the place is, etc.
Max: It's also about the general culture of eating out, talking to waiters, anonymity of the big city. 
Max: Especially between societies as diverse and generally as similar as France and Italy, just think about Genova and Nice!
Max: just bullshit! Luis is so communists but keeps blushing conservative and..."
15,Summarize this dialogue:,"Summarize this dialogue: Liam: Bob, we have an emergency here, could you come over?
Bob: the pipe again?
Liam: yes, the children played with it apparently.
Bob: I'm coming",Bob will come over to fix the pipe that children had played with.
16,Given the above dialogue write a summary,"Don: do you have a minute?
Joyce: Sure, go ahead.
Don: I have a problem with my browser. It doesn't seem to load certain pages like fb for example. It's just a blank page.
Joyce: That's pretty basic, but have you tried turning it off and on again? ;)
Don: yes, but it hasn't helped.
Joyce: And have you tried it with the whole computer?
Don: yeah, that too, but the problem is still there.
Joyce: It's Firefox you're using, right?
Don: correct.
Joyce: You can try clicking on the drop-down menu in top right corner. Then go to settings, then safety & privacy where there's a section called something like ""cookies and web data"". You can try clearing the web cache - that usually helps. Let me know, if it works.
Don: ok, thanks a lot.
Given the above dialogue, write a summary.",Joyce helps Don with his browser that does not load.
17,To sum up this dialog,"Amber: <file_photo>
Sophia: O wow!!
Isla: Niceeee
Sophia: U look amazing!!
Amber: ;)
Sophia: High heels *.*
Sophia: They're gorgeous
Amber: Brand new xD
Isla: Perfect outfit for your prom!!
Sophia: Where did you buy them?
Amber: Online
Amber: <file_other>
Sophia: Ooo, thanks :*
Sophia: They are perfect!!
Amber: Looks amazing, but I don't know if that's the most comfy option..... xD
Isla: Hahahah, we'll see :D:D
Sophia: You've made a good choice with that dress
Sophia: It really suits you ;-))
Amber: Thaaaanks :)
To sum up this dialog:",Amber looked stunning during her prom. Sophia loves Amber's new high heels.
18,Write a dialogue that match this summary,Write a dialogue that matches this summary: Rob is signing up for a windsurfing camp in Her Peninsula this year. Leo wants to try water skiing. Mike recommends a windsurfing camp.,"Rob: i am signing up for a windsurfing camp this year
Rob: this is gonna be so cool
Rob: <file_gif>
Charles: ohh someone is gonna break a leg or two hahaha
Charles: nah just kidding mate
Leo: this is nice, where are you going to?
Leo: i have tried it once on holidays
Leo: but did not really catch the vibe of it
Charles: i would maybe like to try to, so where you going Rob?
Rob: Hel peninsula, let me send you a link real quick
Rob: <file_other>
Charles: thanks i will look into it, sounds like a lot of fun
Leo: i wanna try water skiing next
Mike: i have been on a windsurfing camp like 3 or 4 years ago and i could not recommend it more
Mike: it is so much fun, wish i had time to go this year...
Leo: i am still not convinced :D gonna stick with water skiing for now"
19,To sum up this dialog,"Rebecca: We should leave by 7AM
Rebecca: Otherwise we will be stuck in traffic
Logan: I know, I would even suggest 6.15 if we won't to get to the peak by lunchtime
Zach: how long it take to get to the mountain?
Logan: 2h by car and then about 30min walk to the first hut
Zach: ok, so let's try to meet at my place at 6.15
Rebecca: very good!
To sum up this dialog:",Rebecca and Logan suggest to leave before 7AM in order to avoid traffic. Logan informs Zach that it takes 2h by car to get to the mountains and then half an hour to the first hut.
20,Write a dialogue that match this summary,Write a dialogue that matches this summary: Jacob sends Ava his assignment.,"Ava: Jacob, have you finished your assignment??  
Jacob: yes I have .. Do you need it?? xD <file:assignment>
Ava:  You are love :love :love you are best
Jacob: I know.."
21,Summarize this dialogue:,"Summarize this dialogue: Sarah: In the shops now.
Sarah: Is there anything you want me to get for you?
Barb: Something for dinner would be nice.
Sarah: What would you like?
Barb: Comfort food...
Barb: Soup?
Sarah: What flavour?
Barb: Pumpkin if they've got it.
Sarah: Anything else?
Barb: Or chicken noodle
Sarah: And some nice crusty rolls to go with it?
Barb: Actually some croutons but if not crusty rolls will be fine.
Sarah: OK. Consider it done! xox",Barb would like Sarah to buy some pumpkin or chicken noodle soup with croutons or crusty rolls.
22,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Ty found out from Steve Clark's back in town. Clark only told Steve, because he ran into him. Ty wants to meet for a beer next week, Clark may be free even sooner.","Ty: Why didn't you tell me you were back in town?? I only found out from Steve. Man.
Clark: I haven't told anyone yet, I just happened to run into Steve, that's why he knows.
Clark: Life's been so crazy I haven't got round to it and I wanted to meet up with you guys properly once I'm free.
Ty: I'd hope so! We haven't seen you for months now, we've gotta catch up. Beer next week?
Clark: I think I'll be free even sooner than that! I'll let you know this weekend."
23,Given the above dialogue write a summary,"Angelica: How's ur day going?
Scott: Alright and yours ?
Angelica: Nothing special. I'm feeling ill a bit
Scott: Oh shame
Given the above dialogue, write a summary.",Angelica is a bit ill.
24,To sum up this dialog,"Scott: Where should we meet?
John: at Oculus?
Scott: ok! at 7.30
John: yup!
To sum up this dialog:",Scott and John will meet at 7.30 at Oculus.
25,Summarize:,"Summarize: Frank: Eliza
Frank: Im going to IKEA to get some furniture stuff for our kids
Eliza: Oh do we still need anything
Frank: I might get something special for Morris 
Frank: His bday is coming up 
Eliza: Yeah that's a good idea
Frank: And we need some new lamps 
Frank: They have deal this week 
Eliza: Are we getting a new lamp for Jeanine? 
Eliza: She needs a new lamp before she goes to school 
Frank: I will take care of that
Frank: Do you need anything? 
Eliza: Hmm I think we're both good
Eliza: But if you feel like buying something useful 
Eliza: then I am ok with that 
Frank: I will go for a few rounds in Ikea
Frank: And will letcha know
Eliza: Thanks dear
Eliza: I will see you tonight",Frank is going to IKEA to buy furniture and a gift for Morris. Eliza wants him to buy a lamp for Jeanine.
26,Given the above dialogue write a summary,"Harry: I got the job!!!
Bobby: WoW 🎉🎊
Logan: Congrats bro!
Peter: this calls for a drink!
Tom: 🎉
Harry: so anybody who wants to celebrate with me tonight is invited to ""Snap""
Bobby: I'll be there for sure, with Maggie, she is really happy for you
Harry: Maggie should be the queen of the night, I wouldn't have managed without her support and contacts. Tell her that!
Tom: Why isn't Maggie in the group btw?
Logan: since she has a....
Peter: PUSSY
Logan: So would be unacceptable to have HER (!!!) here
Bobby: you're just so disgusting guys!
Bobby: I think that is the ultimate reason to add Maggie eventually
Logan: LOL
Bobby: Maggie added :P
Given the above dialogue, write a summary.",They are going to Snap to celebrate that Harry got the job. Maggie helped Harry to get it. Harry is grateful and Maggie will join them for drinks. She has also been added to their group chat in spite of being a woman.
27,Summarize:,"Summarize: Markus: Did you go to the march yesterday?
Tony: I certainly did
Markus: I saw it all online. Awful violence, such a  disgrace.
Tony: Yes. A big disgrace. I saw a couple of scuffles myself.
Markus: There were these Neo-fascists punching and pushing with these Antifa people, in the end he pushed him over and started kicking him until his girlfriend got in between them.
Tony: Yes I saw that one. Very violent.
Markus: What about the second one?
Tony: Well effectively it was the same one again. The cameraman wasn't happy with his angle the first time, so he told them to do it again.",Markus went to the march yesterday and saw Neo-fascists fighting with Antifa. Tony watched the entire march online.
28,Given the above dialogue write a summary,"Robert: did you know aidy and mikey are going out?
Helen: NO!!!!
Helen: who told you?
Robert: no one... 
Robert: i saw them at the movies and they were holding hands
Helen: wait till theresa finds out!!!!!!!
Given the above dialogue, write a summary.",Robert saw aidy and mikey out on a date. Helen did not know they were a couple.
29,To sum up this dialog,"Paul: I'm on board.
Anne: ok, honey, have a safe flight! <3
Paul: Thank you :*
Anne: give me a call when you land.
Paul: I will. Love you.
To sum up this dialog:",Anne will phone Paul when her plane touches down.
30,Sum up the following dialogue,"Sum up the following dialogue: 
Sharon: have you seen Harry today?
Benjamin: at the canteen at lunchtime 
Ali: me too, we ate together
Sharon: and later?
Josh: he left the building about 30min ago
Josh: told me he was going to get his hair cut
Sharon: damn it! the system has just collapsed, we need him
Josh: so it must wait I guess","Benjamin and Ali had lunch with Harry today at the canteen. He left 30 minutes ago to go to the hairdresser, as Josh reports. The system just collapsed and Sharon needs Harry's help."
31,Sum up the following dialogue,"Sum up the following dialogue: 
Matt: I don't like my English course
Audrey: Why? 
Matt: There is too much homework
Audrey: Why? How much homework do you have?
Matt: Two, three essays per week
Audrey: That's a lot. Do you have any tests or quizzes?
Matt: Yes, one quiz per week and then final exam
Audrey: Wow, sounds like a lot of studying
Matt: I know, plus one or two reading texts
Audrey: It’s really a helluva work 
Matt: You bet it is. 
Audrey: How do you find time for all this?
Matt: I don't have enough time in a day for all these assignments
Audrey: You should talk to your teacher
Matt: I don't want to. I want to stay under her radar
Audrey: You’re right, it's one more month. You will get through this
Matt: Thx! I know, it's only few more weeks
Audrey: Take care
Matt: I will. You too ;-)",Matt doesn't like his English course. He has to study for it a lot. The course ends in a month.
32,Write a dialogue that match this summary,Write a dialogue that matches this summary: Alex passed her exam. Monica's exam is due next Tuesday.,"Alex: I passed it :)))
Monica: Woooooooww!! Was it hard??
Alex: A bit
Emma: Congrats :))
Alex: Thx :* And when is your exam @Mon?
Monica: next Tue, so still practising...
Emma: :<
Monica: But i think it'll be OK
Monica: Wish me luck
Emma: Ofc it'll be OK!!!! You are well prepared
Monica: <file_gif>
Alex: xDD"
33,Given the above dialogue write a summary,"Cora: what do you think about going to a spa? 
Kaylee: <file_other> I've done a research and this one looks the best
Lydia: Nice idea, we will finally get some rest
Cora: Ye... this schoold is driving me crazy
Kaylee: Done, I've bought a groupon, that one is on me!
Lydia: Kaylee you are crazy
Given the above dialogue, write a summary.","Cora, Kaylee and Lydia are going to a spa. Kaylee pays for everything."
34,Given the above dialogue write a summary,"Rory: <file_photo> Does anyone know how to fix it?
Ed: Where are the screws to attach the faceplate to the base?
Rory: I just took it off…
Ed: Has the cord snapped or just been pulled out?
Rory: The cord is broken. But we think it was tied.
Ed: Well my guess is that it should be easy to replace then. I don't know much about electrical things though, should we ask Nedd to fix this one Greg? Or is it easy enough that it's just a case of retying it?
Rory: We’ve just found the mechanism. It looks weird and we don’t know how to fix it. Thanks Ed! It can wait until tomorrow, I guess.
Greg: Ed call the CPS, please. They are responsible for the property.
Given the above dialogue, write a summary.",Rory does not know how to fix it. Ed will call the CPS because the issue lies within their responsibilities.
35,To sum up this dialog,"Martha: Did u take an umbrella?
Nick: no :(
Martha: ok, I'll pick u up
Nick: u r the best!
To sum up this dialog:",Martha did not take an umberall so Nick offers to pick her up.
36,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Terry's having a rough week and there's some delay in his work. David, his boss, needs it finished. Terry will submit it now.","David: Hi Terry , How’s the work progress,
Terry: Sorry for the delay boss in posting my work, Its been a rough week, one I have finally caught upto.
David: Well don’t take too long I need the work finished by now, its approaching the deadline.
Terry: Ok. I will submit right away."
37,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Josie, Stephen and Carol have accepted Kyle's invitation to try out a new D&D expansion. Stephen asks Kyle to give their player characters a chance to succeed more often when Kyle is the Dungeon Master. Carol and Josie agree with Stephen. Kyle obliges.","Kyle: you guys want to check out the new D&D expansion I just finished reading?
Stephen: It's the one about the beasts and creatures, isn't it?
Carol: I'm up for it
Josie: as well
Kyle: yes, that's the one
Stephen: Kyle, as much as I love you as our DM could you try and not make the situation hopeless for our characters from beginning to end this time?
Stephen: I just feel the PCs with you are always in shit and almost never succeed at anything.
Kyle: I just try to make it challenging for you :P Do you all feel this way?
Carol: a tiny bit
Josie: kinda yes
Kyle: okay, I'll let you guys succeed this time.
Kyle: a  tiny bit :P"
38,Sum up the following dialogue,"Sum up the following dialogue: 
Ellen: Are you taking a break now?
Susie: Yep, in five, I just need to finish the report
Ellen: Wanna get some coffee?
Susie: Love to",Susie is taking a break in 5 after she's done with the report. Ellen wants to get some coffee with Susie.
39,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Chris:: What are your plans now for Halloween?
Amka: Just gonna stay in?
Mick: Yeah
Mick: nothing special <file_gif>
Amka: Fair enough I never used to do anything for Halloween.
Chris: in Poland we actually don't celebrate Halloween and don't do all this dressing up, pumpking curving and so on. 
Chris: on November 1st we just go to the cementary with our families and after that spend time together.
Amka: I like it like this.",Amka and Mick don't have any special plans for Halloween and neither does Chris as Halloween much celebrated in Poland.
40,Summarize:,"Summarize: Peris: I cant eat this junk food anymore
Omari: Why?
Peris: I have been planning to for dieting
Omari: Great idea
Peris: What about you?
Omari: Its been 2 months since i have been going to shapes
Peris: You didnt tell me :/",Peris want to start dieting. Omari has already been dieting for 2 months.
41,Summarize:,"Summarize: Paul: Gym at 4p.m.?? 
Steve: Ok with me
John: I won't make it
John: I got stuff to do
John: Maybe next time","Paul and Steve are going to the gym at 4, John is busy."
42,Write a dialogue that match this summary,Write a dialogue that matches this summary: Fedora sees Fiona's photo of her and Carson and finds out they were dating.,"Fiona: <file_photo>
Fedora: Is that Carson?
Fiona: Carson with me haha
Fedora: You guys were dating!!
Fiona: Hahaha
Fiona: true old love"
43,To sum up this dialog,"Raymond: a brief reminder bro, carry your documents
Reddington: no need to worry, thats the first thing i put in my bag
Raymond: ID, passport and the rest?
Reddington: yes.
Raymond: okay then
Reddington: cant wait for the interview.
Raymond: are you nervous?
Reddington: just a little bit, what about you?
Raymond: me too, bt it will be fine
Reddington: me too i have that feeling that it will all be okay.
Raymond: God first 
Reddington: yeah, God first
Raymond: later then
Reddington: okay
To sum up this dialog:",Raymond reminds Reddington to pack documents up. They will have an interview.
44,Summarize this dialogue:,"Summarize this dialogue: Ed: Why are you online at 3 a.m?
Peter: Heh. I'm working
Ed: In the middle of the night?
Peter: Deadline.
Ed: Ehh. Be sure to get some sleep dude. It's not healthy,
Peter: I know  but I have to finish it.",Peter is online and working at 3 am because of a deadline.
45,Summarize this dialogue:,"Summarize this dialogue: Andy: Sharol can you pick up Mary from university?
Sharol: Sure i can, but what happened?
Andy: She is saying some one has hit her car when it was parked now she cant start it.
Sharol: oh my goodness, she must be very upset.
Andy: She is,.. you can imagine it you know how she is crazy about her car..
Sharol: i know she reacts so much to a single scratch i dont know what she would be doing.
Andy: just try to cheer her up and talk about other stuff.
Sharol: ok mom dont worry i will take care of her.
Andy: thanks darling.
Sharol: no problem mom.","Sharol will pick up Mary from university, because someone has hit her car when it was parked, and now she can't start it."
46,Summarize this dialogue:,"Summarize this dialogue: Wayne: Hey guys, fancy a dinner together?
Sharon: Hey Wayne, splendid idea! I finish work at 6 so shall we say 8 downstairs?
Wayne: Yeah, sounds good to me
Paulina: Ofc, what are you cooking for us? 🤣
Wayne: Haha well, I was thinking of some pasta overcooked pasta with tuna…
Paulina: Mmm delicious 😷🤣🤣🤣
Paulina: I might bring my own food though
Paulina: LOL
Wayne: 😂
Paulina: Now seriously, I’ll be arriving late from work but I can make some salad. Can you cook the main meal?
Wayne: Yer no problem. I was thinking of buying some fish pies 🐟🐟🐟
Sharon: Oh that sounds good. I’ll bring some wine
Sharon: Red or white?
Wayne: I prefer white if it’s not a problem
Paulina: It’s fine by me
Sharon: Cool, will do
Wayne: Splendid. I’ll see you guys at 8 downstairs
Paulina: Yep. Looking forward","Wayne, Sharon and Paulina are meeting for dinner downstairs at 8. Wayne is buying fish cakes, Paulina is making a salad and Sharon is bringing some white wine."
47,Write a dialogue that match this summary,Write a dialogue that matches this summary: Diana's mother died a year ago. Danielle's mother died in 1977. They used to talk every day at 9 pm.,"Diana: One year ago my mother passed away
Danielle: I’m sorry to hear that
Diana: She was an amazing woman
Diana: She was born in 1920
Diana: She was a young woman when the war started
Danielle: Like my mother…
Diana: Is she still alive?
Diana: No. She died in 1977.
Danielle: My mother joined the communist party and was fighting in the resistance movement
Danielle: She saw many of her colleagues arrested and executed but she was lucky to survive
Danielle: She met my father in 1943
Danielle: He was also a communist
Danielle: He was killed one year after I was born
Diana: So you don’t remember your dad?
Danielle: Sadly I don’t. But my mother loved him dearly.
Danielle: He was the love of her life. 
Danielle: She was with a few men later in her life
Danielle: But none of them was so dear to her
Danielle: Mostly she brought me up alone, which was uncommon in the 50s. 
Danielle: She was a really strong and courageous woman.
Danielle: I miss her a lot. 
Danielle: For the past 10 years, we used to call each other everyday at 9 p.m.
Danielle: And suddenly she passed away
Danielle: I still feel the need to talk to her in the evening.
Danielle: But she’s not there anymore to pick up my phone call…"
48,Summarize:,"Summarize: Camille: I finally got my driving licence!
Petunia: Amazing!!
Camille: I took the test 13 times 
Alain: What a perseverance
Camille: I thought I would never make it 
Petunia: But you made it!!
Petunia: Congratulations!!!
Alain: So you must be driving every day now!
Camille: I do!!
Camille: I may not be the best driver
Camille: But I really enjoy it. 
Camille: And it's so convenient to drive to work
Camille: If only finding a parking spot wasn't so difficult.",Camille took the driving licence test 13 times. She passed the test finally. Petunia and Alain are congratulating her. Camille drives every day to work. Finding the parking is the only downside.
49,Given the above dialogue write a summary,"Josh: Thanks! Do you know her size?
Monica: Don't you?
Josh: I tried being discreet about it, but every method I found on the internet failed.
Monica: What did you do?
Josh: I tried tying a string around her finger, but she woke up.
Monica: Yeah, she's a light sleeper. 
Josh: Now I know that. I tried getting her to buy a ring so that I could measure it.
Monica: That's a good idea!
Josh: Not really. We spent the entire evening at different shops, she measured virtually any ring she could find but didn't buy anything.
Monica: Hahaha! I know! I remember one time we went shopping. I came out with 3 full shopping bags and she just got a slurpee.
Josh: Not funny. 
Monica: Don't worry, I'll figure something out. 
Given the above dialogue, write a summary.","Josh wants to buy her a ring, but he doesn't know her size. Monica will help him to figure it out."
50,Sum up the following dialogue,"Sum up the following dialogue: 
Nick: Guess what Kelly!
Kelly: What Nick?
Nick: I was just walking down to the street to get some lunch when I bumped into Heather!
Kelly: I thought she moved out of town?
Nick: So did I! Apparently she was visiting her parents. But the best part is that she was there with her new partner!
Kelly: Haha, so what is he like? 
Nick: Now it gets even better - it was a woman!
Kelly: No way, you're joking? 
Nick: I'm not joking, they were holding hands and so on :D
Kelly: That's unbelievable Nick, you were together for so long
Nick: Well, I remember that. But it seemed that she got over me me like 100% :D
Kelly: Good for her then :)","Nick bumped into his old girlfriend, Heather. She is back in town visiting her parents, and has a new partner, a girlfriend."
51,Sum up the following dialogue,"Sum up the following dialogue: 
Mike: hey have you played RDR2 already?
Jack: of course
Jack: I think I'm halfway through
Mike: ooooh
Mike: and whaddya think?
Mike: coz I've just started
Jack: what can I say, it's freaking great
Jack: the storytelling, the acting, the graphics, immersiveness (is that a word? hehe)
Jack: you know, when I was a kid, I used to play with cowboy-themed lego sets
Jack: so it's like a dream coming true for me :D
Mike: haha
Mike: totally","Jack likes RDR2 mainly for the narration, acting and the graphics. Jack used to play with cowboy-themed lego sets when he was a child."
52,Summarize this dialogue:,"Summarize this dialogue: Shane: Baby, in a week we are gonna celebrate our ONE YEAR ANNIVERSARY
Jess: <3 Time flies when you're happy <3
Shane: Right?
Jess: I made a reservation at Chez Maman at 7pm
Shane: Sooo romantic <3
Jess: But I think there is something important we should discuss right now
Shane: ??
Jess: Will you move in with me?",Jess and Shane are celebrating one year anniversary in a week. They will meet at Chez Maman at 7pm. Jess asks Shane to move in with her.
53,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Rose: I bought new jacket:) the other one got worn down
Bree: Let me see! I thought you're broke totally
Rose: Yeah, well, my mom funded part of this shopping
Lily: Part:D? Probably she covered whole price
Rose: No, no, no! Of course not, she paid half of it
Bree: Does it really matter? I feel like we're gonna start fighting abut Rose's shopping, wtf?
Lily: I'm chilling, not saying anything
Bree: Well, I hope so:) Where did you find it?
Rose: You know this place, it's this second hand on 1st Ave and Pride St
Bree: OOOOh! I love this place, you can find really good vintage clothes there
Lily: Why you guys didn't tell me about this place ever?
Bree: Duh, yeah we did, you just don't like secondhand shops
Rose: I agree, I remember you once said it's just trash coming back from the red cross boxes
Lily: Cause some of it does, and people make straight profit from it
Rose: Anyway, it was fairly cheap and in good condition
Bree: Send us pics!",Rose bought a new jacket at a thrift store on 1st Ave and Pride St. Her mom paid a part of the price. Lily doesn't like the idea as she thinks people use vintage stores to make a profit.
