id,prompt_name,input,target
10,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Guizhou Aircraft Industry Corporation -  Guizhou Aviation Industry Import/Export Company (GAIEC) is a Chinese aircraft manufacturer and military aircraft in Guizhou province. The company's products include trainers turbojets missiles and launchers. Within a join venture with Subaru named Yunque they've also built Chinese license versions of cars like Subaru Rex and Subaru Vivio.",Company
11,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Notwist (album) -  The Notwist is the self-titled debut album from the German musical group The Notwist. The record presents a side of the band which has subsided considerably during their recent recordings. Early incarnations of the group saw them exploring very broad avenues of punk and metal while they would later veer more toward an abstract electronic and indie feel.",Album
12,given_list_what_category_does_the_paragraph_belong_to,"The George B. Swan House is located on the east side of Davenport Iowa United States. The Greek Revival style residence was built in 1881. It has been listed on the National Register of Historic Places since 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
13,given_a_list_of_category_what_does_the_title_belong_to,"""John Willock Noble"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",OfficeHolder
14,given_a_choice_of_categories ,"Suleyman Rustam -  Suleyman Rustam (Azerbaijani: Süleyman Rüstəm; November 27 1906 - June 10 1989) is poet of the Soviet Azerbaijan playwright and a public figure. He is the poet of the Azerbaijan SSR (1960) laureate of the Stalin State Prize of the second degree (1950) Hero of Socialist Labour (1976) and a member of the Communist Party of the Soviet Union from 1940. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist
15,given_list_what_category_does_the_paragraph_belong_to,"Jasminum multiflorum is a species of jasmine in the family Oleaceae. It is known as Winter Jasmine Indian Jasmine Downy Jasmine and Star Jasmine. It flowers in Indian winter. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
16,given_a_choice_of_categories ,"Institute of Mathematical Sciences Chennai -  The Institute of Mathematical Sciences (IMSc) (sometimes also referred to as Matscience) is a research centre located in Chennai India.IMSc is a national institute for fundamental research in frontier disciplines of the mathematical and physical sciences: theoretical computer science mathematics and theoretical physics. It is funded mainly by the Department of Atomic Energy. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution
17,given_list_what_category_does_the_paragraph_belong_to,"Cynometra longipedicellata is a species of legume in the Fabaceae family.It is found only in Tanzania. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
18,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Dana Wyse -  Dana Wyse (born August 9 1965 in Vancouver British Columbia) is a Canadian writer and visual artist. In 1991 Dana Wyse received her BFA from the University of British Columbia. She lives and works between Vancouver and Paris.In 1996 Wyse began her best known artwork a pill-themed installation called Jesus Had A Sister Productions It is a work-in-progress to which the artist adds new elements each year.",Artist
19,given_a_list_of_category_what_does_the_title_belong_to,"""Les Cinq Dernières Minutes"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Film
20,given_a_list_of_category_what_does_the_title_belong_to,"""SS Princess Beatrice"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",MeanOfTransportation
21,given_a_choice_of_categories ,"Dove River (Tasman) -  The Dove River is a river in the Tasman Region of New Zealand. It arises in hills between the Wai-iti River and Motueka River and flows north-west into the Motueka near the locality of Woodstock. The river is named for the native pigeons once found in the forests around the river.Brown trout can be found in the lower reaches of the river. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace
22,given_a_choice_of_categories ,"Once Upon a Time (1994 film) -  Once Upon a Time or Once Upon a Time... This Morning (Thai: กาลครั้งหนึ่งเมื่อเช้านี้ or Kalla khrung nueng... muea chao nee) is a 1994 Thai drama film directed by Bhandit Rittakol. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
23,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Aechmea 'Christie March' -  'Christie March' is a hybrid cultivar of the genus Aechmea in the Bromeliad family.",Plant
24,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Leonardo Migliónico -  Leonardo Martín Migliónico (born 31 January 1980 in Montevideo) is a Uruguayan footballer who plays as a defender for First Division side Racing Club.",Athlete
25,given_a_choice_of_categories ,"Adam Oehlenschläger -  Adam Gottlob Oehlenschläger (14 November 1779 – 20 January 1850) was a Danish poet and playwright. He introduced romanticism into Danish literature. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist
26,given_a_list_of_category_what_does_the_title_belong_to,"""Fun Cinemas"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Company
27,given_a_list_of_category_what_does_the_title_belong_to,"""Black caecilian"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
28,given_list_what_category_does_the_paragraph_belong_to,"My Lost Mexico (1992) by American author James A. Michener is a nonfiction account of Michener's endeavor to write a big novel about Mexico in the grand style of his other popular novels like Hawaii. Michener relates the long journey of a novel which he had begun writing early in his career but had abandoned and the manuscript had ultimately been lost. Its discovery 30 years later led to the 1992 bestseller Mexico. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",WrittenWork
29,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Vriesea croceana -  Vriesea croceana is a species of the genus Vriesea. This species is endemic to Brazil.",Plant
30,given_list_what_category_does_the_paragraph_belong_to,"Francis Payne is an Australian writer of speculative fiction. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist
31,given_a_list_of_category_what_does_the_title_belong_to,"""Pajumaa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Village
32,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Ladina -  Ladina is a village in Croatia. It is connected by the D26 highway.",Village
33,given_a_choice_of_categories ,"Zombie Hunter (film) -  Zombie Hunter is a 2013 American direct-to-video action-thriller film directed and written by Kevin King for The Klimax and Arrowstorm Entertainment. The film stars Danny Trejo Martin Copping and Clare Niederpruem. It follows a group of humans led by Jesús (Trejo) defending themselves from flesh-devouring zombies. A fundraising campaign was hosted on the website Kickstarter to help fulfill the production team's desired budget. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Film
34,given_a_list_of_category_what_does_the_title_belong_to,"""Faceless (film)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Film
35,given_a_choice_of_categories ,"South East High School (South Gate California) -  South East High School is a comprehensive four-year high school located in the southeast area of South Gate California.The school is located in the Los Angeles Unified School District and serves grades 9 through 12. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",EducationalInstitution
36,given_a_list_of_category_what_does_the_title_belong_to,"""Dasun Madushan"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist
37,given_a_list_of_category_what_does_the_title_belong_to,"""Sisyrinchium pruinosum"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
38,given_list_what_category_does_the_paragraph_belong_to,"Unholy Rollers is a 1972 American action comedy film directed by Vernon Zimmerman and starring Claudia Jennings. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Film
39,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Søndre Folgefonna -  Søndre Folgefonna is the third largest glacier in mainland Norway and is the largest of the three glaciers constituting Folgefonna. Its highest point is 1660 m (5446 ft) above sea level and its lowest point is 490 m (1608 ft) above sea level.",NaturalPlace
40,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Pölshals Pass -  Pölshals Pass elevation 815 m (2674 ft) is a mountain pass in the Alps in the Austrian Bundesland of Styria.It connects Pöls with the valley of the Mur River.The pass was already in use in Roman times.",NaturalPlace
41,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Kanni Banmauk -  Kanni is a village in Banmauk Township Katha District in the Sagaing Region of northern-central Burma.",Village
42,given_a_list_of_category_what_does_the_title_belong_to,"""Barngalow"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Building
43,given_list_what_category_does_the_paragraph_belong_to,"Gyldendalske Boghandel Nordisk Forlag A/S usually referred to simply as Gyldendal (Danish pronunciation: [ˈɡylˀəndæˀl]; OMX: GYLD A GYLD B) is a Danish publishing house. Founded in 1770 by Søren Gyldendal it is the oldest and largest publishing house in Denmark offering a wide selection of books including fiction non-fiction and dictionaries. Prior to 1925 it was also the leading publishing house in Norway and it published all of Henrik Ibsen's works. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company
44,given_list_what_category_does_the_paragraph_belong_to,"Dębicze [dɛmˈbit͡ʂɛ] is a village in the administrative district of Gmina Grabów nad Prosną within Ostrzeszów County Greater Poland Voivodeship in west-central Poland. It lies approximately 6 kilometres (4 mi) south-east of Grabów nad Prosną 15 km (9 mi) north-east of Ostrzeszów and 136 km (85 mi) south-east of the regional capital Poznań. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village
45,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Harrisburg High School (Arkansas) -  Harrisburg High School (HHS) is an accredited comprehensive public high school located in the city of Harrisburg Arkansas United States. The school provides secondary education for students in grades 9 through 12 serving all or portions of the communities of Harrisburg Weiner Cherry Valley and Trumann within Poinsett County Arkansas and is the sole high school administered by the Harrisburg School District.",EducationalInstitution
46,given_list_what_category_does_the_paragraph_belong_to,"Murgaš is a village in the municipality of Ub Serbia. According to the 2002 census the village has a population of 559 people. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village
47,given_list_what_category_does_the_paragraph_belong_to,"Corridors of Power is the third solo album by Irish guitarist Gary Moore released in 1982. It contains a cover of Free's Wishing Well. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Album
48,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. The Warrens of Virginia (1915 film) -  The Warrens of Virginia is a 1915 American drama film directed by Cecil B. DeMille. Prints of the film survive.",Film
49,given_list_what_category_does_the_paragraph_belong_to,"Houttuynia is a genus of two species in the Saururaceae native to Southeast Asia. One species H. cordata is widely cultivated as a culinary herb. The genus was originally described in 1783 by Carl Peter Thunberg when he formally described H. cordata as the only species. It remained a monotypic genus until 2001 when Zheng Yin Zhu and Shi Liang Zhang discovered and described a second species native to China H. emeiensis. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
50,given_a_choice_of_categories ,"Fear of Flying (novel) -  Fear of Flying is a 1973 novel by Erica Jong which became famously controversial for its attitudes towards female sexuality and figured in the development of second-wave feminism.The novel is written in the first person: narrated by its protagonist Isadora Zelda White Stollerman Wing a 29-year-old poet who has published two books of poetry. On a trip to Vienna with her second husband Isadora decides to indulge her sexual fantasies with another man. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
51,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. École Mathieu-Martin -  École Mathieu-Martin is a Francophone high school on Route 132 located in Dieppe New Brunswick Canada. With an enrollment of close to 1025 the school is the largest of the French-language high schools in the Moncton area. It mostly serves the francophone students of the city of Dieppe and the village of Memramcook New Brunswick. In addition it is the third largest francophone Secondary school in Atlantic Canada.",EducationalInstitution
52,given_a_list_of_category_what_does_the_title_belong_to,"""Thalatta"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
53,given_list_what_category_does_the_paragraph_belong_to,"Bikinis Sports Bar & Grill is a chain of sports bars and restaurants which are primarily located in Texas but with locations in two other states. The restaurant chain is known for its scantily clad waitresses whose uniforms consist of its eponymous bikini tops cowboy boots and tight short denim shorts. The chain is also known for trademarking the term breastaurant (a common term for this and similar restaurants) and purchasing a ghost town that was subsequently renamed Bikinis Texas. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Company
54,given_a_choice_of_categories ,"Sechereș River -  The Sechereș River (in Hungarian Szekeres) is a tributary of the Crucea River in Romania Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",NaturalPlace
55,given_a_choice_of_categories ,"Frank in the River -  Frank in the River is a 24-page comic story by Jim Woodring. Like all Frank stories Frank in the River is virtually wordless and the story is conveyed entirely in pantomime. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
56,given_list_what_category_does_the_paragraph_belong_to,"Kerem Cem Dürük (born 28 December 1977 in Muğla Turkey) better known as Keremcem is a Turkish pop singer and actor. He also hosted the short-lived television show Keremcem ile söyle söyleyebilirsen on Star TV. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist
57,given_list_what_category_does_the_paragraph_belong_to,"Żerechowa [ʐɛrɛˈxɔva] is a village in the administrative district of Gmina Łęki Szlacheckie within Piotrków County Łódź Voivodeship in central Poland. It lies approximately 7 kilometres (4 mi) north-west of Łęki Szlacheckie 20 km (12 mi) south of Piotrków Trybunalski and 65 km (40 mi) south of the regional capital Łódź.The village has a population of 254. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Village
58,given_a_list_of_category_what_does_the_title_belong_to,"""Lamprothyrsus"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Plant
59,given_a_choice_of_categories ,"The g Factor: The Science of Mental Ability -  The g Factor: The Science of Mental Ability is a book by Arthur Jensen on the general factor of human mental ability or g. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",WrittenWork
60,given_a_choice_of_categories ,"Väike-Ahli -  Väike-Ahli is a village in Ridala Parish Lääne County in western Estonia. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Village
61,given_list_what_category_does_the_paragraph_belong_to,"Riccardo Tisci (born in 1974 in Taranto Italy) is an Italian fashion designer. He studied in Italy and then graduated from London's Central Saint Martins Academy in 1999 and in 2005 was named Creative Director for Givenchy womenswear and haute couture. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Artist
62,given_a_list_of_category_what_does_the_title_belong_to,"""Waleed Jassem"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Athlete
63,given_a_list_of_category_what_does_the_title_belong_to,"""Nasrat Sharqi"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Artist
64,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Seman -  The Seman is a river in western Albania. It is formed at the confluence of the rivers Osum and Devoll a few km northwest of Kuçovë. It flows west through Fier-Shegan and Mbrostar (near Fier). It flows into the Adriatic Sea near Topojë.In ancient times the Seman River was known as the Apsus River.",NaturalPlace
65,given_a_list_of_category_what_does_the_title_belong_to,"""Colfax Carnegie Library"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Building
66,given_a_choice_of_categories ,"The Best Years of Our Lives (Neil Diamond album) -  For other uses see The Best Years of Our Lives (disambiguation)The Best Years of Our Lives is the eighteenth studio album by Neil Diamond. It was released by Columbia Records in 1988 and reached number 46 on the Billboard 200 chart number 42 on the UK album chart and number 92 on the Australian chart.The album was certified gold by the RIAA on February 16 1989. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Album
67,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Anthidium weyrauchi -  Anthidium weyrauchi is a species of bee in the family Megachilidae the leaf-cutter carder or mason bees.",Animal
68,given_a_choice_of_categories ,"Sparebanken NOR -  Union Bank of Norway branded as Sparebanken NOR was Norway's largest savings bank between 1990 and 1999. The bank was created as a merger between Sparebanken ABC and four other regional savings banks. The new bank had its headquarters in Oslo and was in existence until 1999 when it merged with Gjensidige to form Gjensidige NOR. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Company
69,given_a_choice_of_categories ,"Noe Venable -  Noe Venable (born April 20 1976 in San Francisco California) is an experimental folk/pop singer-songwriter. She has earned a loyal fan base in her native San Francisco in part through frequently performing in small intimate venues. Her advocacy of small venues caused a stir in the San Francisco music community when she took San Francisco Chronicle reporter Joel Selvin to task for claiming that the city's music scene was dead. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Artist
70,given_list_what_category_does_the_paragraph_belong_to,"The Fraternal Hall at 2nd and Chestnut Sts. in Kimball Nebraska was built in 1903-04. It includes Classical Revival architecture. It is now operated as Plains Historical Museum.The building was listed on the National Register of Historic Places in 1983. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Building
71,given_list_what_category_does_the_paragraph_belong_to,"Pollia dorbignyi is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Animal
72,given_a_list_of_category_what_does_the_title_belong_to,"""French frigate Brune (1756)"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",MeanOfTransportation
73,given_list_what_category_does_the_paragraph_belong_to,"Oscar Peterson et Joe Pass à Salle Pleyel is a 1975 (see 1975 in music) live album by Oscar Peterson featuring Joe Pass. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Album
74,given_list_what_category_does_the_paragraph_belong_to,"Glycyrrhiza acanthocarpa commonly known as Native Liquorice is a subshrub in the pea family Fabaceae. The species is native to Australia. It grows to between 0.1 and 1 metre high. Narrow purple flowers appear between September and May in the species native range.The species was formally described in in 1838 by botanist John Lindley in Three Expeditions into the interior of Eastern Australia. Given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the paragraph belong to?",Plant
75,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. La France (French newspaper) -  La France was a daily financial newspaper in the 19th century. Founded in August 1862 by Arthur de La Guéronnière the newspaper originally followed an editorial line that reconciled loyalty to Napoleon III with the reaffirmation of the temporal power of the Pope.It was bought in 1874 by Émile de Girardin founder of the famous newspaper La Presse and a longtime collaborator of La Guéronnière.",WrittenWork
76,given_a_list_of_category_what_does_the_title_belong_to,"""Eudonia melanographa"", given a list of categories: company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, what category does the title belong to?",Animal
77,given_a_choice_of_categories ,"Policybazaar India -  Policybazaar is an Indian online life insurance and general insurance comparison portal. Policybazaar.com is today India’s most prominent[citation needed] online life and general insurance comparison. Plociybazaar.com is not a web aggregator as per the definition of the regulator: list of approved web aggregators. This means that Policybazaar.com can act only as a comparison site but cannot be used for purchase of insurance policies directly. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Company
78,given_a_choice_of_categories ,"Could We Survive -  Could We Survive is an EP from singer-songwriter/multi-instrumentalist Joseph Arthur. The EP was released in the US on March 18 2008. Could We Survive is the first in a series of four EPs released in anticipation for the release of Joseph's seventh studio album Temporary People on September 30. From Billboard.com:The title track Could We Survive appeared in the House M.D. episode Lucky Thirteen which first aired on October 21 2008. Given a choice of categories company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work, the text refers to which one?",Album
79,pick_one_category_for_the_following_text,"Pick one category for the following text. The options are - company, educational institution, artist, athlete, office holder, mean of transportation, building, natural place, village, animal, plant, album, film or written work. Baboia River -  The Baboia River or Eruga River is a tributary of the Desnățui River in Romania.",NaturalPlace
