id,prompt_name,input,target,source
10,classify_with_choices,"Feds go after  #39;Spam King #39; Federal attorneys are trying to shut down an allegedly illicit Internet business operated out of a dance club in Rochester that is deluging computers with unwanted pop-up ads by hijacking their browsers. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sci/Tech,ag_news
11,which_section,"Howard University engineering programs get a boost Industry giants are giving Howard University \$70.6 million in technology to help the school #39;s engineering and science programs. 

Which section of a newspaper would this article likely appear in?",Business,ag_news
12,classify_with_choices,"Black to Sue Hollinger Committee for C\$1.1 Bln Fallen press baron Conrad Black will sue Hollinger International Inc. #39;s special committee and others for C\$1.1 billion (\$870 million) over a report that accused him of looting the company of millions of dollars. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business,ag_news
13,which_section_choices,"PAISLEY #39;S PLAN FOR IRA NORTHERN Ireland could return to self-government next spring, the Rev Ian Paisley #39;s Democratic Unionist Party said last night. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
14,which_section_choices,"US Envoy Positive About Security Council Talks On Sudan Nairobi, Nov. 18 (NNN) : Ambassadors from the United Nations Security Council are set to meet in the Kenyan capital for talks on Sudan at a two-day event in Nairobi which will focus on the peace process in  

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
15,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Revlon #39;s loss widens in third quarter Revlon Inc. #39;s third-quarter loss widened amid a 7 percent drop in sales as the cosmetics giant completed an ambitious refinancing effort.",Business,ag_news
16,classify_question_first,"What label best describes this news article?
A Daily Look at U.S. Iraq Military Deaths (AP) AP - As of Tuesday, Nov. 23, 2004, at least 1,229 members of the U.S. military have died since the beginning of the Iraq war in March 2003, according to an Associated Press count. At least 957 died as a result of hostile action, the Defense Department said. The figures include three military civilians.",World,ag_news
17,which_section,"Mistakes hinder Knicks in loss It will be labeled a learning experience, but that won #39;t remove any of the sting. Momentum was lost again Wednesday night as the Knicks blew a lead and lost 94-93 to the Detroit Pistons at Madison Square Garden. 

Which section of a newspaper would this article likely appear in?",Sports,ag_news
18,which_section_choices,"Cisco switch products target small business Company aggressively addresses smaller businesses with products that reduce the cost and complexity of operating a Cisco network. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sci/Tech,ag_news
19,which_section,"Sybase offers free ASE license for Linux Sybase Inc. is trying to lure businesses seeking low-cost open source DBMS alternatives by offering a free production license for its Adaptive Server Enterprise Express Edition on Linux. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
20,which_section_choices,"Company: Ameritrade Hldg Corp New With presidential election-related uncertainty safely in the past, retail investors have returned to the US stock market with gusto, and they #39;re likely to stay engaged, several trading companies said Friday. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Business,ag_news
21,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Mutombo says he #39;s being traded to Rockets; will back up, mentor &lt;b&gt;...&lt;/b&gt; Dikembe Mutombo, 38, has agreed to a sign-and-trade deal that will send him from the Chicago Bulls to Houston in exchange for Eric Piatkowski, Adrian Griffin and Mike Wilks, the Houston Chronicle reports.",Sports,ag_news
22,which_section_choices,"Merger could affect Nextel Partners The proposed \$35 billion merger of Sprint Corp. and Nextel Communications could mean changes for Kirkland-based Nextel Partners Inc. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Business,ag_news
23,classify_question_first,"What label best describes this news article?
Canceled checks, float soon to disappear Every night, millions of cashed checks fly around the country, headed for their home bank. Starting in October, technology will start to ground many of those flights.",Business,ag_news
24,which_section,"Budget ax falls on lunar probe Politics, Texas-style, led to NASA and its shuttle program getting their best treatment in decades from Congressional budget writers. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
25,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Tremor shakes Athens, no damage ATHENS - An earthquake rattled Athens on Tuesday, including the Olympic venues in the Greek capital. The Athens Geodynamic Institute said that there was a tremor, but few other details were known, such as the magnitude or epicentre of the quake.",Sports,ag_news
26,classify_question_first,"What label best describes this news article?
Federer, Moya Dodge the Rain and Post Masters Cup Wins Ending after midnight due to rain delays, Roger Federer finally put his second round robin match in the books early Thursday morning at the ATP Tennis Masters Cup in Houston, defeating Lleyton Hewitt for the fifth consecutive time 6-3, 6-4.",Sports,ag_news
27,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Sudan Talks in Nigeria Said Deadlocked (Reuters) Reuters - After two weeks of talks to end the\crisis in Sudan's Darfur region, government and rebel\negotiators remain far apart on key security issues, including\disarming warring factions, rebels and diplomats said on\Monday.",World,ag_news
28,classify_question_first,"What label best describes this news article?
CA Opens Utility Pricing for Mainframes Keeping its promise to migrate toward more flexible pricing for its software, Computer Associates (Quote, Chart) has unleashed Measured Workload Pricing for its mainframe management products.",Sci/Tech,ag_news
29,which_section,"St. Louis Rams Release Punter Sean Landeta (AP) AP - Shaky special teams helped cost punter Sean Landeta his job with the St. Louis Rams. 

Which section of a newspaper would this article likely appear in?",Sports,ag_news
30,classify_with_choices,"Online bidding firms seek bounce from insurance industry scandal Customers in search of a cheap airfare, antiques or a stock trade can scan the Web for good deals. But when it comes time for companies to buy group insurance policies, they #39;ve largely  
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business,ag_news
31,classify_with_choices,"Economy builds steam in KC Fed district The economy continued to strengthen in September and early October in the Great Plains and Rocky Mountain regions covered by the Tenth Federal Reserve District, the Federal Reserve Bank of Kansas City said Wednesday. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business,ag_news
32,which_section_choices,"Headset Maker Plantronics Surfs on Games Wave  MILAN (Reuters) - Blockbuster video games and cheap  Internet phone calls are boosting demand for Plantronics'  &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=PLT.N qtype=sym infotype=info qcat=news""&gt;PLT.N&lt;/A&gt; headsets, the chief executive of the world's leading  maker of phone headsets said on Wednesday. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sci/Tech,ag_news
33,classify_question_first,"What label best describes this news article?
FTC wants spammer bounties Congress has asked the US Federal Trade Commission (FTC) to look into spam reduction measures, including a  quot;Do Not Spam quot; list idea passed with the CAN-SPAM Act.",Sci/Tech,ag_news
34,classify_question_first,"What label best describes this news article?
Quantum Snags LTO Rival Certance After preaching the superiority of its DLT tape format for years, Quantum has up and bought Certance, a key maker of the rival LTO format.",Sci/Tech,ag_news
35,which_section,"U.S. Plans Crackdown on Piracy, Counterfeiting  WASHINGTON (Reuters) - The United States is cracking down  on the growing trade in counterfeit and pirated goods that  costs U.S. businesses hundreds of billions of dollar annually,  U.S. government and industry officials said on Monday. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
36,which_section_choices,"Teen Newsbreak - Getting out the vote A nonpartisan national group is trying to get a record number of voters to the polls this year. By MARK ZALOUDEK. Scientists are unlocking some of the mysteries of the universe as planetary exploration forges ahead on several fronts. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sci/Tech,ag_news
37,which_section_choices,"Open-Roddick can #39;t wait for  #39;electric #39; atmosphere Andy Roddick hopes to use home advantage to the maximum as he begins the defence of his US Open crown next week. Roddick, who opens this year against American  

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sports,ag_news
38,classify_with_choices,"Marchers demand fair Ukraine poll Tens of thousands march in a tense Kiev in support for the opposition ahead of next weekend's election. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World,ag_news
39,classify,"CA Updates PestPatrol Anti-Spyware Technology Computer Associates (CA) on Monday rolled out new editions of PestPatrol, the anti-spyware technology it picked up in August when it purchased the privately-held Pennsylvania company. 
What label best describes this news article?",Sci/Tech,ag_news
40,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Pitt Locks Up BCS Bid Tyler Palko tosses a career-high 411 yards and five touchdowns to push No. 19 Pittsburgh over South Florida, 43-14, on Satudray.",Sports,ag_news
41,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

S African TV in beheading blunder Public broadcaster SABC apologises after news bulletin shows footage of American beheaded in Iraq.",World,ag_news
42,which_section_choices,"Bama offense faces tough test Like most Alabama fans, injured quarterback Brodie Croyle will sweat out tonight #39;s LSU game at home. If, somehow, the Crimson Tide can knock off the 17th-ranked Tigers, Croyle  

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sports,ag_news
43,which_section,"Orton Engineers Purdue Victory Over Illinois The Illinois rushing offense and the Purdue passing offense dueled in the Big Ten opener for both schools on Saturday at Memorial Stadium in Champaign. 

Which section of a newspaper would this article likely appear in?",Sports,ag_news
44,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Greek membership of eurozone not in doubt BRUSSELS - Greece #39;s membership of the eurozone is not in doubt despite a damaging review of its budget data stretching back five years, a European Commission official said Monday.",Business,ag_news
45,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Surprise victory for Basescu in Romania Traian Basescu, a sea captain turned politician, won a surprise victory in Romania #39;s presidential run-off election held on Sunday, according to final results announced yesterday.",World,ag_news
46,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
U2 pitches for Apple New iTunes ads airing during baseball games Tuesday will feature the advertising-shy Irish rockers.",Sci/Tech,ag_news
47,which_section_choices,"Bush Offers Sympathy at Russian Embassy (AP) AP - President Bush made an unexpected visit to the Russian Embassy on Sunday where he signed a book of condolences for victims of the school hostage seizure and expressed outrage at the actions of ""evil terrorists."" 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
48,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

A.I.G. Agrees to Big Payment in U.S. Cases The company tentatively agreed to pay \$126 million and accept an independent monitor to settle investigations into the sale of insurance.",Business,ag_news
49,classify_question_first,"What label best describes this news article?
They #146;re in the wrong ATHENS -- Matt Emmons was focusing on staying calm. He should have been focusing on the right target.",Sports,ag_news
50,classify_with_choices,"Stocks creep higher in New York NEW YORKUS blue-chip stocks ended barely higher yesterday as a spike in oil prices to record closing levels pared earlier gains and renewed concerns about the effect of high energy prices on consumer spending and corporate profits. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business,ag_news
51,classify_with_choices,"Web site pictures Photo iPod for holidays A Mac news site says iPods that display digital photos may be under Christmas trees this year. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sci/Tech,ag_news
52,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
New England #39;s win streak hits 19 In a part of the country that is steeped in history, New England #39;s NFL-record, 19-game winning streak might not be recognized with the same reverence as Paul Revere #39;s midnight",Sports,ag_news
53,classify,"For Arafat, Oslo Remained Symbol of Hope (AP) AP - Norway's capital could not have been further removed from the chaos and bloodshed of the Middle East. Yet it was as a result of top-secret meetings here that two veteran warriors decided it was time to talk peace. 
What label best describes this news article?",World,ag_news
54,classify_with_choices,"Sony Sends Its Robots to School Humanoid devices will be used to encourage interest in science and technology. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sci/Tech,ag_news
55,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Bush Record: New Priorities in Environment The Bush administration's approach to environmental issues has challenged the status quo by revising the traditional public-policy calculus on decisions.",World,ag_news
56,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

The Unraveling of a Terror Case Spun From Thinnest Threads The wreckage of a Detroit case about a ""sleeper operational combat cell"" reveals that it was built on evidence that has since been undermined.",World,ag_news
57,classify,"TEXANS STAT CENTER After finally winning consecutive games, the Texans are a team in search of a challenge.  quot;I knew that was going to come up, quot; Texans coach Dom Capers said with a laugh. 
What label best describes this news article?",Sports,ag_news
58,which_section,"Tests Show No Mad Cow, Cattle Prices Rise  WASHINGTON/CHICAGO (Reuters) - An animal suspected of  having mad cow disease was given a clean bill of health in a  second round of sophisticated testing, the U.S. Agriculture  Department said on Tuesday after cattle prices soared in  expectation of the news. 

Which section of a newspaper would this article likely appear in?",Business,ag_news
59,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Some fear it's a passport to identity theft It's December 2005 and you're all set for Christmas in Vienna. You have your most fashionable cold-weather gear, right down to the red maple leaves embroidered on your jacket and backpack, to conceal your American citizenship from hostile denizens of Europe.",Business,ag_news
60,which_section_choices,"West sets deadline for Iran to freeze uranium enrichment Four western countries set the scene yesterday for a showdown with Iran by demanding that it freeze its uranium enrichment activities immediately. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
61,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Orton does not start against Ohio State Purdue quarterback Kyle Orton did not start Saturday #39;s game against Ohio State, though he was listed as available to play. Orton has been bothered by a right hip injury for the last month.",Sports,ag_news
62,classify_with_choices,"Hillary Rosen Loves Larry Lessig (and other improbable tales) In Wired, Hillary Rosen, the former head of the Recording Industry Ass. of America, writes of her love affair with... no way dude. Yep. Larry Lessig, her long time foe who started the Creative Commons. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sci/Tech,ag_news
63,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Microsoft braces for EU anti-trust appeal US software giant Microsoft said it will abide by whatever ruling is handed down by a European appeal court hearing due to start this week against an EU condemnation for abusing its market dominance.",Business,ag_news
64,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Milosevic trial suspended The trial of Slobodan Milosevic has been suspended in Hague to allow the defense lawyers assigned to the former Yugoslav president more time to prepare their case.",World,ag_news
65,classify,"Zarqawis Al-Qaeda Allegiance Intelligence Work: Expert The alleged allegiance of Al-Tawheed wal Jihad group in Iraq to Al-Qaeda network of Osama Bin Laden pledged in an unverified statement  
What label best describes this news article?",World,ag_news
66,classify_question_first,"What label best describes this news article?
Weak industrial output weighs on British growth (AFP) AFP - Britain's industrial sector appears to have been a bigger drag on overall economic growth in the third quarter than was first assumed.",Business,ag_news
67,classify,"Icahn pushes harder to stop Mylan #39;s King acquisition PITTSBURGH Carl Icahn, the largest shareholder of Mylan Laboratories, is now threatening to push for new company directors to stop the generic drug maker #39;s four (B) billion-dollar takeover bid of King Pharmaceuticals. 
What label best describes this news article?",Business,ag_news
68,classify,"Napier's Chessboard Calculator Isn't Napier the logarithm guy? Yes indeed. A man of varied  talents, he popularized the modern decimal point notation and argued  that the Pope of 1593 was the Antichrist.    And created one of the first devices to automate binary  arithmetic. Using nothing more than a chessboard and some counters, he  developed ways to multiply, divide and even find the square roots of  binary numbers. 
What label best describes this news article?",Sci/Tech,ag_news
69,classify_with_choices,"BHP Billiton to expand Pilbara operations Iron ore miner BHP Billiton has announced a further expansion of its Pilbara operations, to meet continuing demand in Asia. Under its \$780 million Rapid Growth Project, BHP Billiton will increase its overall  
Is this a piece of news regarding world politics, sports, business, or science and technology?",Business,ag_news
70,which_section,"Calpers to begin search for new President NEW YORK, December 3 (newratings.com) - The Board members of the Californian state pension fund, Calpers (California Public Employees Retirement System), are scheduled to begin the process of selecting a new President today, after Sean Harrigan was  

Which section of a newspaper would this article likely appear in?",Business,ag_news
71,which_section,"Doubts Persist About Election Results (AP) AP - As the Electoral College prepares to certify President Bush's re-election on Monday, concerns persist about the integrity of the nation's voting system  #151; particularly in Ohio, where details continue to emerge of technology failures, voter confusion and overcrowded polling stations in minority and poor neighborhoods. 

Which section of a newspaper would this article likely appear in?",World,ag_news
72,classify,"Bangladesh paralysed by strikes Opposition activists have brought many towns and cities in Bangladesh to a halt, the day after 18 people died in explosions at a political rally. 
What label best describes this news article?",World,ag_news
73,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Akamai boosts Web application services The company fills out its hosted application lineup with four products designed for e-commerce Web sites.",Sci/Tech,ag_news
74,classify,"Cranes rain down as peace gesture Millions of origami paper cranes yesterday rained down upon Thailand #39;s three violence-torn southern provinces in an extravagant government-sponsored gesture aimed at bringing peace to the predominantly Muslim region. 
What label best describes this news article?",World,ag_news
75,which_section_choices,"American Deserters Find a Mixed Reception in Canada Despite Canada's opposition to the Iraq war, the government also is opposing the U.S. deserters' refugee applications, saying the soldiers are not persecuted. It is resisting the argument that the Iraq war is illegal. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
76,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Virus poses as Christmas e-mail A computer virus posing as an electronic Christmas card is spreading across the net in many languages.",World,ag_news
77,classify_with_choices,"Oil firms in talks to end Nigerian jobs protest Multinational companies began talks Monday with Nigerian villagers occupying three oil platforms in a dispute over jobs which shut 90,000 barrels per day of oil production. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World,ag_news
78,classify,"Bin Laden Still At Large 3 Years After US Attacks The US-led anti-terrorism coalition is still hunting terror mastermind Osama bin Laden, the chief suspect in the September 11, 2001 deadly attacks on US cities. 
What label best describes this news article?",World,ag_news
79,which_section,"Bush Web Site Bars Overseas Visitors (washingtonpost.com) washingtonpost.com - The Bush-Cheney reelection campaign has barred people outside the United States from viewing its Web site following an electronic attack that took down the campaign's Internet address for six hours last week, according\\to computer security experts. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
80,classify_with_choices,"Panthers #39; defense leads to another win Carl Krauser scored all but two of his 17 points at the free throw line to lead No. 11 Pittsburgh to a 70-51 victory over Memphis on Tuesday night in the Jimmy V Classic. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sports,ag_news
81,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Nigeria bars Halliburton contracts Nigeria said on Monday it had banned the awarding of government contracts to Halliburton, the world #39;s second-largest oil services firm, following the theft of two radioactive devices from its Nigerian subsidiary.",Business,ag_news
82,classify,"Nigerian Rebels to Widen Conflict, Target Agip  LAGOS (Reuters) - Nigerian rebels fighting government  troops in the southern Port Harcourt area are poised to launch  an uprising across the entire oil-producing delta region to  force political reforms or gain sovereignty, a rebel leader  said on Sunday. 
What label best describes this news article?",World,ag_news
83,classify,"Valentine back in Japan for Autumn camp Lotte Marines manager Bobby Valentine is back in Japan to take part in his team #39;s Autumn training camp. Valentine, who had been mentioned as a possible candidate to replace Art Howe as manager  
What label best describes this news article?",Sports,ag_news
84,classify_with_choices,"Cavaliers, Hokies Play Host Akron at No. 12 Virginia &lt;br&gt;   Where:  Scott Stadium, Charlottesville&lt;br&gt;   When:  3 p.m.    Radio:  WTNT-570    Tickets:  Sold out &lt;br&gt;   Another Top QB:  Like North Carolina's Darian Durant last week, Akron quarterback Charlie Frye is the key to his team's slim chances of upsetting the Cavaliers. The 6-foot-4 senior, likened by Virginia Coach Al Groh to recent ACC stars Matt Schaub and Philip Rivers, ranks fourth among active NCAA quarterbacks with 9,048 career passing yards. In losses the past two weeks to Penn State and Middle Tennessee, Frye completed 60 of 80 passes for 622 yards. Weather permitting, he will present a challenge for an inexperienced Virginia secondary that made a few too many errors in deep coverage in its first two games. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sports,ag_news
85,which_section_choices,"Report Alleges Gay Abuse in Jamaica (AP) AP - A report by a watchdog agency alleges widespread abuse against gays in this Caribbean island, known for the slogan ""one love."" 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",World,ag_news
86,which_section_choices,"Red Hat exec takes Sun to task on open source A top Red Hat executive has attacked the open-source credentials of its sometime business partner Sun Microsystems. In a Web log posting Thursday, Michael Tiemann, Red Hat #39;s vice president of open-source affairs  

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sci/Tech,ag_news
87,which_section,"Sharon death threats spark probe Israeli police examine death threats against Prime Minister Ariel Sharon, amid mounting opposition to his Gaza pullout plan. 

Which section of a newspaper would this article likely appear in?",World,ag_news
88,which_section,"Chain Store Sales Mixed in Oct 16 Week  NEW YORK (Reuters) - U.S. chain store sales rose in the  second week of October compared with last year, as seasonal  shopping drove sales during the second week of the month, a  report said on Tuesday. 

Which section of a newspaper would this article likely appear in?",Business,ag_news
89,classify_with_choices,"South Korea #39;s police round up striking civil servants SEOUL: South Korea #39;s police detained more than 140 public sector workers for their involvement in an unprecedented illegal strike against a controversial government labor reform bill, officials said. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World,ag_news
90,which_section,"Skygazers, baseball fans watch for lunar eclipse If skies are clear, people can expect to see the full moon turn a deep reddish colour as the Earth #39;s shadow falls over the face of the moon, astronomers say. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
91,which_section,"Plans put on hold for pro SCO website Infoworld reports that SCO #39;s briefly planned foray into Groklaw territory announced last month has been put on the back burner. 

Which section of a newspaper would this article likely appear in?",Sci/Tech,ag_news
92,classify_with_choices,"Politics: Both sides eye climbing world oil prices nervously The news that the National party is to hold back on key policy announcements until closer to the election has had a mixed reception. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",World,ag_news
93,classify_question_first,"What label best describes this news article?
Jerry Rice Reiterates Call for Trade (AP) AP - Jerry Rice was scheduled to meet with Oakland Raiders owner Al Davis on Wednesday night to discuss the receiver's future after he said he wants to be traded.",Sports,ag_news
94,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Iran Says U.S. Lacks Options on Its Atomic Program (Reuters) Reuters - Washington has hit a dead-end over\Iran's nuclear dossier, lacking enough proof to demand U.N.\sanctions and too bogged down in Iraq for a military strike,\President Mohammad Khatami said Saturday.",World,ag_news
95,classify,"Amazon moves into China US internet giant Amazon.com is buying China's largest web retailer Joyo.com, in a deal worth \$75m (41m). 
What label best describes this news article?",Business,ag_news
96,which_section,"Over 80 hurt on first day of Bangladesh strike (Reuters) Reuters - Opposition activists in Bangladesh attacked railway stations and battled police across the country on Tuesday on the first day of a two-day strike called to protest against a deadly grenade attack at the weekend. 

Which section of a newspaper would this article likely appear in?",World,ag_news
97,recommend,"Would you recommend the following article to a politician, an athlete, a business executive, or a scientist?

Rumsfeld Sees U.S. Troops Leaving Iraq Within 4 Years The defense secretary also cautioned that any final decision hinged on the progress of Iraq's new government.",World,ag_news
98,classify_with_choices,"MPAA Starts Suing Today the MPAA (Motion Picture Association of America) announced today that it had filed an unspecified amount of lawsuits against people who trade Movies using p2p (peer-to-peer) programs. 
Is this a piece of news regarding world politics, sports, business, or science and technology?",Sci/Tech,ag_news
99,classify,"Oracle acquisition of PeopleSoft leads flurry of deals NEW YORK (CBS.MW) -- US stocks closed higher Monday, with the Dow Jones Industrial Average ending at its best level in more than nine months amid better-than-expected economic data and merger-related optimism. 
What label best describes this news article?",Business,ag_news
100,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
China  #39;blocks Google news site #39; China has been accused of blocking access to Google News by the media watchdog, Reporters Without Borders. The Paris-based pressure group said the English-language news site had been unavailable for the past 10 days.",Sci/Tech,ag_news
101,which_section,"Having the final say FOXBOROUGH -- The Patriots have won 20 games in a row, and yesterday they tied the NFL record for most consecutive regular-season wins (17). Those are feats that take all the emotion the players can muster week after week. 

Which section of a newspaper would this article likely appear in?",Sports,ag_news
102,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Wireless Internet Siemens Sets Wireless Data Speed Record In order to achieve the speed of one gigabit per second, Siemens combined an  quot;intelligent antenna system quot; consisting of three transmitting and four receiving antennas with Orthogonal Frequency Division Multiplexing.",Sci/Tech,ag_news
103,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Indonesia's Yudhoyono rejects foreign help to solve Aceh conflict (AFP) AFP - A state of civil emergency in the rebellion-hit Indonesian province of Aceh has been formally extended by six month, as the country's president pledged to end violence there without foreign help.",World,ag_news
104,classify_with_choices_question_first,"Is this a piece of news regarding world politics, sports, business, or science and technology?
Shanahan says he intends to honour his deal with Broncos Trying to defuse rumours he might be leaving soon, Denver Broncos coach Mike Shanahan said Thursday night he intends to honour the final four years of his contract.",Sports,ag_news
105,which_section_choices,"Broncos Griffin reportedly out for season The Denver Broncos have lost tailback-turned-kickoff returner Quentin Griffin for the season, ESPN reported Tuesday, citing no sources. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sports,ag_news
106,classify,"800M PLEDGED FOR VIRGIN BOSS #39;S SPACE TRIPS MORE than 800million has been pledged to Sir Richard Branson #39;s space travel adventure - - years before the ship has even been built. 
What label best describes this news article?",Sci/Tech,ag_news
107,which_section_choices,"Early wake-up call for LSU Can a season be lost before Labor Day? Generally, the answer is no. Even the worst losses can be worked around when they occur on the first weekend of September. There's more than enough time for a team to move past any disappointment in losing a game most expected it to win. 

Which of the following sections of a newspaper would this article likely appear in? World News, Sports, Business, or Science and Technology?",Sports,ag_news
