id,prompt_name,input,target
10,Write a dialogue that match this summary,Write a dialogue that matches this summary: Alex passed her exam. Monica's exam is due next Tuesday.,"Alex: I passed it :)))
Monica: Woooooooww!! Was it hard??
Alex: A bit
Emma: Congrats :))
Alex: Thx :* And when is your exam @Mon?
Monica: next Tue, so still practising...
Emma: :<
Monica: But i think it'll be OK
Monica: Wish me luck
Emma: Ofc it'll be OK!!!! You are well prepared
Monica: <file_gif>
Alex: xDD"
11,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Mike: Hi bro! You won't guess what suprise I have for u :D
Joe: ??? Any hints… 
Mike: Tomorrow…. evening… many people ….. one ball…..
Mike: :‑P
Joe: Are u joking? You get those tickets? 
Joe: How, it was almost impossible ?!
Mike: It's not important how but that we have tickets in first row!!!
Joe: |;‑)",Mike got hold of those first row tickets.
12,Given the above dialogue write a summary,"Bary: Hi, how are you? 
Kate: Good. Just waking up. How about you? 
Bary: Very good! 
Kate: Not headache? 
Bary: Surprisingly not! :D
Kate: :)
Bary: Did you sleep well?
Kate: More or less. The was some noise in the street in the morning. But, yeah, a good night sleep. 
Bary: Would you like to go for a walk in the evening?
Kate: Sure, with pleasure. Where?
Bary: How about I come around 3:00 and we'll see, ok?
Kate: Okey. I haven't been to Wilanów lately. Maybe there?
Bary: Why not :)
Kate: Great :) 
Bary: Any particular place there? The park or the newer part? 
Kate: I was thinking more like park. 
Bary: Fine with me :) See you at 3:00.
Kate: :) See you :)
Given the above dialogue, write a summary.",Bary doesn't have a headache. Kate slept quite well. Bary and Kate will meet around 3:00 in a park in Wilanów.
13,Sum up the following dialogue,"Sum up the following dialogue: 
Sarah: <file_photo> Síofra’s First day of school. I didn't even cry, so proud of myself!
Finn: We're proud too Sarah 😂😂
Anthony: baby getting older! Well done Sarah for not crying",Siofra had her first day of school.
14,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Bernie: The wife will be out of town for a couple of days :) 
Chris: The house to yourself then?
Marty: Lucky you ;)
Bernie: Actually, I thought you could come over ;)
Chris: When?
Marty: How many beers should I bring? ;)
Bernie: Marty, that's the spirit! It shows you're not married ;)
Chris: So?
Bernie: Friday after work?
Marty: Works for me :)
Chris: I'll talk to my wife about it. We had some plans, but maybe we'll be able to move them.
Bernie: What plans?
Chris: She wanted to go to some stupid exhibition. 
Marty: So why not let her go alone and you join us?
Chris: That's actually date night.
Bernie: A what then?
Chris: A date night. Something she read about and we decided to implement...","Bernie's wife is leaving for a few days. He wants Chris and Marty to come in on Friday after work. Marty is in. Chris has a date night with his wife, but he will try to move it."
15,Write a dialogue that match this summary,Write a dialogue that matches this summary: Jacob sends Ava his assignment.,"Ava: Jacob, have you finished your assignment??  
Jacob: yes I have .. Do you need it?? xD <file:assignment>
Ava:  You are love :love :love you are best
Jacob: I know.."
16,Summarize:,"Summarize: Camille: I finally got my driving licence!
Petunia: Amazing!!
Camille: I took the test 13 times 
Alain: What a perseverance
Camille: I thought I would never make it 
Petunia: But you made it!!
Petunia: Congratulations!!!
Alain: So you must be driving every day now!
Camille: I do!!
Camille: I may not be the best driver
Camille: But I really enjoy it. 
Camille: And it's so convenient to drive to work
Camille: If only finding a parking spot wasn't so difficult.",Camille took the driving licence test 13 times. She passed the test finally. Petunia and Alain are congratulating her. Camille drives every day to work. Finding the parking is the only downside.
17,To sum up this dialog,"Martha: Did u take an umbrella?
Nick: no :(
Martha: ok, I'll pick u up
Nick: u r the best!
To sum up this dialog:",Martha did not take an umberall so Nick offers to pick her up.
18,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Ty found out from Steve Clark's back in town. Clark only told Steve, because he ran into him. Ty wants to meet for a beer next week, Clark may be free even sooner.","Ty: Why didn't you tell me you were back in town?? I only found out from Steve. Man.
Clark: I haven't told anyone yet, I just happened to run into Steve, that's why he knows.
Clark: Life's been so crazy I haven't got round to it and I wanted to meet up with you guys properly once I'm free.
Ty: I'd hope so! We haven't seen you for months now, we've gotta catch up. Beer next week?
Clark: I think I'll be free even sooner than that! I'll let you know this weekend."
19,To sum up this dialog,"Dora: Mum, I've been at home.
Dora: I left some things for you on the kitchen table. 
Mira: OK. 
Mira: Did you feed the cat?
Dora: Yes. 
Dora: I gave him the rest of the can that was open. 
Mira: Good. 
Mira: Can you come and feed him tomorrow midday?
Dora: I think yes. 
Dora: Around noon or 1 o'clock. 
Mira: Thank you. 
Dora: Do you need any shopping?
Mira: No, thank you. 
To sum up this dialog:",Dora helps Mira with feeding her cat.
20,To sum up this dialog,"Fiona: Pick me up after work?
Tom: Okay, I might be a little late though, I have a meeting at 5 and I'm not sure how long it will be
Fiona: No problem, just text me
Tom: OK
To sum up this dialog:","Tom will pick Fiona up, but may be late to do so. Tom has a meeting at 5. Tom will text Fiona."
21,Given the above dialogue write a summary,"Nick: you sleeping?
Tim: No, why?
Nick: Can I call you?
Tim: sure, shoot.
Given the above dialogue, write a summary.",Nick will call Tim.
22,Summarize this dialogue:,"Summarize this dialogue: Ed: Why are you online at 3 a.m?
Peter: Heh. I'm working
Ed: In the middle of the night?
Peter: Deadline.
Ed: Ehh. Be sure to get some sleep dude. It's not healthy,
Peter: I know  but I have to finish it.",Peter is online and working at 3 am because of a deadline.
23,Summarize this dialogue:,"Summarize this dialogue: Andy: Sharol can you pick up Mary from university?
Sharol: Sure i can, but what happened?
Andy: She is saying some one has hit her car when it was parked now she cant start it.
Sharol: oh my goodness, she must be very upset.
Andy: She is,.. you can imagine it you know how she is crazy about her car..
Sharol: i know she reacts so much to a single scratch i dont know what she would be doing.
Andy: just try to cheer her up and talk about other stuff.
Sharol: ok mom dont worry i will take care of her.
Andy: thanks darling.
Sharol: no problem mom.","Sharol will pick up Mary from university, because someone has hit her car when it was parked, and now she can't start it."
24,Write a dialogue that match this summary,Write a dialogue that matches this summary: Kimberly's plane lands at 11.45 pm. Dave will pick her up. Kimberly and Scott will meet tomorrow.,"Scott: Kim!
Scott: What time does your plane arrive?
Kimberly: Quarter to midnight.
Scott: That's late! Will you be taking a taxi?
Kimberly: Dave said he could give me a lift, so don't worry about me!
Scott: Alright then, see you tomorrow!"
25,To sum up this dialog,"Hilary: can't belive that our children start school tommorow
Mandy: I know, yesterday they couldn't even walk :D
Hilary: Max is so happy, his backpack is already near the door :)
Mandy: I think Lisa is a little scared
Hilary: she'll be fine, as soon as she meet new friend everything will be great
Mandy: Hope so :)
Hilary: ok, see u tomorrow then :)
To sum up this dialog:",Hilary's son and Mandy's daughter are starting school tomorrow.
26,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Owena: Your dad has just come from the police station...
Pamela: What? Why?
Owena: Do you remember the guy named Jack?
Pamela: The guy who was in jail for fraud?
Owena: Yes. Your dad hired him as you know,
Pamela: Did he do something bad?
Owena: Yes. And he begged your dad to pay back his debt
Pamela: What? Did dad do that?
Owena: Yes he did. He thought he became an another man 
Owena: And maybe he cut down his salary for a few months for the amount of money he asked your dad to
Pamela: Do you know why are swindlers called swindler?
Pamela: Cause cheating is their talent!!!
Owena: So he had to go to police and explain what happened
Pamela: Accuse him!!! 
Pamela: Accuse that bastard!
Owena: We will. He brought your dad's phone and bilked other people as well.
Owena: And people who called your dad's number thought your dad did this fraud to them. 
Owena: Now he explained what happened to him and the phone isn't a problem anymore..
Pamela: What the hell is going on?
Pamela: How does dad feel?..
Owena: Not happy of course...
Pamela: Mom. Seriously he shouldn’t trust anybody 
Owena: This was what I was talking about to your dad.
Owena: Don't worry we will solve this problem.",Pamela's dad had to explain to the police that he is not a part of Jack's swindle. Jack is his employee who had been previously imprisoned for fraud.
27,Write a dialogue that match this summary,Write a dialogue that matches this summary: Max thinks that waiters/waitresses shouldn't be framed by their nationality.,"Henning: You wanna hear something weird?
Max: yes, always!
Henning: Recently somehow we talked about waiters/waitresses. And the Louis's interpretation was that in Italy they are so nice, because they are so lowly and cannot afford to be demanding and have to be servile, basically.
Henning: And in France they are arrogant, because they can afford it.
Henning: Somehow, because their status is higher.
Max: LOL. Another beautiful theory - nationalist in its core, after all.
Henning: And I agree with neither the first nor the second assessment.
Max: me neither. Being honest I don't see huge differences throughout Europe. It happens to me to meet a very nice waiter here and there, and grumpy people as well
Henning: No, so far i find Italian waiters much nicer and much less professional than in Germany. But I wouldn't venture any theories about the countries.
Max: Jakob (the Slovene) told me after coming back from Berlin that waiters there are so much less nice than here in Italy. While Jakob (the Pole) always complains about them being so rude in comparison with Poland.
Henning: Berlin is a big city though
Max: And I am starting to think that all those theories say more about their authors than about the waiters and the countries. They are always nationally framed, which is stupid
Henning: Maybe. Also our position, when I am in a restaurant in Germany I am often with my family, in Italy with a bunch of fun young, foreign people.
Max: Paris is a different world than Bretagne I assume. In a small village. Of course, there is more of talking, touching, joking in Italy. But people in Germany, in Landshut are also more talkative than in Munich. That's all, I believe. Aaso it depends how touristic the place is, etc.
Max: It's also about the general culture of eating out, talking to waiters, anonymity of the big city. 
Max: Especially between societies as diverse and generally as similar as France and Italy, just think about Genova and Nice!
Max: just bullshit! Luis is so communists but keeps blushing conservative and..."
28,Sum up the following dialogue,"Sum up the following dialogue: 
Anna: Nice dress :-)
Zoe: thx
Anna: Zara?
Zoe: C&A
Anna: ok. Must check it :-)",Anna likes Zoe's C&A dress.
29,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Rose: I bought new jacket:) the other one got worn down
Bree: Let me see! I thought you're broke totally
Rose: Yeah, well, my mom funded part of this shopping
Lily: Part:D? Probably she covered whole price
Rose: No, no, no! Of course not, she paid half of it
Bree: Does it really matter? I feel like we're gonna start fighting abut Rose's shopping, wtf?
Lily: I'm chilling, not saying anything
Bree: Well, I hope so:) Where did you find it?
Rose: You know this place, it's this second hand on 1st Ave and Pride St
Bree: OOOOh! I love this place, you can find really good vintage clothes there
Lily: Why you guys didn't tell me about this place ever?
Bree: Duh, yeah we did, you just don't like secondhand shops
Rose: I agree, I remember you once said it's just trash coming back from the red cross boxes
Lily: Cause some of it does, and people make straight profit from it
Rose: Anyway, it was fairly cheap and in good condition
Bree: Send us pics!",Rose bought a new jacket at a thrift store on 1st Ave and Pride St. Her mom paid a part of the price. Lily doesn't like the idea as she thinks people use vintage stores to make a profit.
30,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Hailey is a model on ""Elle"" magazine as Mackenzie discovered. Julia looked for more information on Facebook. Hailey is married and she's a professional model.","Mackenzie: LOOK! <file_photo>
Mackenzie: It's Hailey!!
Julia: :o what magazine is it?
Julia: is she a model??
Mackenzie: ""Elle"" :)
Mackenzie: Apparently. :D I'm as surprised as you are.
Julia: i need to do some fb stalking
Julia: SHE'S A PROFESSIONAL MODEL :o
Julia: and she's married!!
Mackenzie: wow :o that's some news!"
31,Given the above dialogue write a summary,"Westin: Have u watched beasts of the southern wild?
Izayah: No what's it about?
Westin: I don't know yet
Izayah: So why are you asking?
Westin: Haha I wanna watch this but it's a fantasy movie
Izayah: Hmm not into such movies
Westin: Neither me but this one seems to be interesting
Izayah: Enjoy
Westin: Thanks anyway
Izayah: Haha ok
Given the above dialogue, write a summary.",Westin and Izayah have never seen 'Beasts of the Southern Wild'. Westin is considering giving it a try.
32,Summarize this dialogue:,"Summarize this dialogue: Shane: Baby, in a week we are gonna celebrate our ONE YEAR ANNIVERSARY
Jess: <3 Time flies when you're happy <3
Shane: Right?
Jess: I made a reservation at Chez Maman at 7pm
Shane: Sooo romantic <3
Jess: But I think there is something important we should discuss right now
Shane: ??
Jess: Will you move in with me?",Jess and Shane are celebrating one year anniversary in a week. They will meet at Chez Maman at 7pm. Jess asks Shane to move in with her.
33,Summarize:,"Summarize: Camilla: I can't find that post on Facebook. 
Camilla: the one Marie posted
Camilla: it's got a black background
Helena: hold on, I'm checking
Helena: I think I found it
Helena: <file_other>
Helena: this one?
Helena: try and click on it
Camilla: ok
Helena: did you try calling them too?
Camilla: not yet
Helena: ok
Helena: I noticed there are many comments
Camilla: ok the page loaded, yeah I can see all the comments
Helena: many people that seem to know about it
Helena: very sad 💔
Camilla: yeah",Helena helped Camilla to find Marie's Facebook post.
34,Summarize:,"Summarize: Sofia: hi
Christian: how you doing?
Sofia: i'm ok. u?
Christian: in bed and what are you doing today?
Sofia: i'm home
Christian: doing what?
Sofia: nothing, just home. And later I have to go and buy something for my friend's birthday
Christian: nice. what u gonna buy?
Sofia: i do not know. I will have to look for something
Christian: ok. I want to see u
Sofia: so u need to come to warsaw
Christian: when are you going back to warsaw?
Sofia: tomorrow i will be in warsaw for sure
Christian: ok ;) I will try to come on Tuesday for the day",Sofia is home and Christian is in bed. Sofia will go shopping for a birthday present for her friend. She will be back in Warsaw tomorrow and Christian will come to Warsaw on Tuesday to meet Sofia.
35,Generate a summary for this dialogue,"Generate a summary for this dialogue:
David: We gotta split the bills guys
Monica: Sure, I'm looking at this email too
David: How bout you Nina?
Nina: I'm here, I'm here, 3 ways? 
David: I was gone for 2 weeks so maybe lets try to divide electricity different ways? 
Nina: Sure, any idea how to divide it?
David: I'll make some excel calculations
Monica: Just send it over, I'm fine with it","David, Monica and Nina will split the bills. David will divide the electricity bill differently, because he was gone for 2 weeks."
36,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Sandy: wanna join? <file_other>
Tina: no, I need to keep writing:/:/
Sandy: writing what?
Tina: a stupid essay for Monday :/ :/
Sandy: about?
Tina: some psychological shit..:P
Sandy: uh, that sucks ;(
Sandy: how many pages?
Tina: 30............
Sandy: how many u have?
Tina: don ask!
Sandy: 3? :D
Tina: 5...  
Sandy: fuck!!close fb and  u gonna make it,  fingers x!!
Sandy: thx, enjoy tonite!","Tina can't join Sandy as she needs to keep writing an essay on psychology for Monday. She has to write 30 pages, but has only 5 now."
37,Sum up the following dialogue,"Sum up the following dialogue: 
Michael: Have you seen the last episode?!
Jane: Oh my god, yes!!!
Jane: IT. WAS. PERFECT.
Michael: hahahaha, thought you may like it :D
Michael: I must admit I was waiting for something like this, finally the plot is back.
Jane: I was enjoying it even without the plot ;)
Michael: Well, not everyone is satisfied with just looking at Jensen Ackles ;P
Jane: Which I don't understand.
Jane: But yeah, it was a great ep. I'm glad we've seen more hunting stuff and they've finally decided to paint Mommy dear out of the picture.
Michael: I agree, I was so fed up with this. I don't get why they brought her back in the first place.
Jane: Ran out of ideas probably, but come on. I could've understood them if they brought her back only for one season, ok, but more?
Michael: Tell me more. Especially, as it seems that they focused more on her than the boys.
Jane: And there's less and less Castiel :( Not a good sign
Michael: I love this show, but I must admit I came close to letting it go.
Jane: me too... I had a break when season 9 was on, but I was feeling nostalgic once and here I am again XD
Michael: At least we've got one really good episode after 3 awful seasons :D",Jane and Michael enjoyed watching the last episode. Jane is happy to see more hunting and Mommy written out. She is not happy with seeing less of Castiel. Jane took a break from watching after season 9. Michael is happy to see an interesting episode after 3 bad seasons.
38,Write a dialogue that match this summary,Write a dialogue that matches this summary: Fedora sees Fiona's photo of her and Carson and finds out they were dating.,"Fiona: <file_photo>
Fedora: Is that Carson?
Fiona: Carson with me haha
Fedora: You guys were dating!!
Fiona: Hahaha
Fiona: true old love"
39,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Violet: hi! i came across this Austin's article and i thought that you might find it interesting
Violet: <file_other>
Claire: Hi! :) Thanks, but I've already read it. :)
Claire: But thanks for thinking about me :)",Violet sent Claire Austin's article.
40,Summarize this dialogue:,"Summarize this dialogue: Hannah: I think shes serious about that now
Hannah: she started the medication and it really works
Patty: good news!
Hannah: she was going to do some additional tests this week
Patty: please let me know when you get some news
Hannah: ok but I don't want to keep asking...
Hannah: I can feel that she's a bit uncomfortable
Patty: I'm just worried :(
Hannah: I know, so am I
Hannah: but I really think it's under control now
Hannah: I'll let you know anyway
Patty: last week was terrible but I really hope she got a little scared...
Patty: you know what I mean?
Hannah: totally
Patty: she has to understand that she's not 20 anymore :D
Hannah: yeah... we're already 23 :D :D :D
Patty: I wish :)
Hannah: I'm gathering some recipes for Mary
Hannah: only easy ones ;)
Patty: great idea!
Hannah: I'll show you when it's ready
Hannah: actually I'm going to put it all in one pdf
Patty: wow that would be fantastic
Patty: with your knowledge you should publish a book!
Hannah: yeah right ;)
Patty: seriously!!!
Patty: go for it! ;)",Hannah is gathering recipes for Mary. She is going to put it all in one pdf file.
41,Sum up the following dialogue,"Sum up the following dialogue: 
Mike: hey have you played RDR2 already?
Jack: of course
Jack: I think I'm halfway through
Mike: ooooh
Mike: and whaddya think?
Mike: coz I've just started
Jack: what can I say, it's freaking great
Jack: the storytelling, the acting, the graphics, immersiveness (is that a word? hehe)
Jack: you know, when I was a kid, I used to play with cowboy-themed lego sets
Jack: so it's like a dream coming true for me :D
Mike: haha
Mike: totally","Jack likes RDR2 mainly for the narration, acting and the graphics. Jack used to play with cowboy-themed lego sets when he was a child."
42,Sum up the following dialogue,"Sum up the following dialogue: 
Mark: Hi Hun :*
Jackie: Hi yourself :* sleep well?
Mark: Yeah. So good I’m running late for work.
Jackie: Sorry to hear that. 
Mark: Doesn’t matter. You got time tonight?
Jackie: For you, always :*
Mark: Great! Can you walk my dog?
Jackie: Say what?!
Mark: just kidding! Don’t get so uptight.
Jackie: So, what did you have in mind?
Mark: Dinner, movies. You know. The usual. 
Jackie: Your place or mine?
Mark: Mine, obviously ;)
Jackie: You’re so sweet <3
Mark: So, what do you want for dinner?
Jackie: I’m in a mood for... surprise me :P
Mark: How about Greek?
Jackie: No.
Mark: Oh, I thought you liked Greek.
Jackie: I do, but not 4 nights in a row.
Mark: Point taken. Thai?
Jackie: Sounds more like it :)
Mark: I’ll look something up at work. Could you do the groceries?
Jackie: Sure. Just tell me what to buy. What time do you finish?
Mark: Around 5 p.m.
Jackie: Well, I’m supposed to finish at 4:30, so maybe let’s meet at the store?
Mark: Sounds like a plan!
Jackie: See you there?
Mark: Sure. See you then Hun :*
Jackie: Bye :*",Mark and Jackie will meet tonight for dinner and movies at Mark's place. They will go to grocery store together and Mark will make Thai food later.
43,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Josie, Stephen and Carol have accepted Kyle's invitation to try out a new D&D expansion. Stephen asks Kyle to give their player characters a chance to succeed more often when Kyle is the Dungeon Master. Carol and Josie agree with Stephen. Kyle obliges.","Kyle: you guys want to check out the new D&D expansion I just finished reading?
Stephen: It's the one about the beasts and creatures, isn't it?
Carol: I'm up for it
Josie: as well
Kyle: yes, that's the one
Stephen: Kyle, as much as I love you as our DM could you try and not make the situation hopeless for our characters from beginning to end this time?
Stephen: I just feel the PCs with you are always in shit and almost never succeed at anything.
Kyle: I just try to make it challenging for you :P Do you all feel this way?
Carol: a tiny bit
Josie: kinda yes
Kyle: okay, I'll let you guys succeed this time.
Kyle: a  tiny bit :P"
44,Sum up the following dialogue,"Sum up the following dialogue: 
Ella: I got into an argument with Ethan :<
Ella: ;(((
Freya: oh :(
Isabelle: what happened this time? :|
Ella: Meh I don't know if it's worth it anymore really
Freya: well, isabelle is right, it happens all the time recently...
Isabelle: it does
Ella: I know :(
Ella: Maybe there's something wrong with me?
Isabelle: to be honest i don't think so :* i guess i've never really grown to like him heh
Freya: maybe...
Freya: sorry :d
Isabelle: well, maybe give it some more time and see
Isabelle: or try having an honest normal conversation instead of arguing...?
Freya: good point!
Ella: Easier said than done...
Ella: I don't wanna give up just yet I guess. So I'll wait and think about it etc.",Ella and Ethan have argued a lot recently. But Ella is not ready to end the relationship.
45,Given the above dialogue write a summary,"Dominika: Hiiiii
Tom: Oh, hi
Julia: Hi, Domi!
Dominika: <file_video>
Tom: Ok, are you drunk? :D
Julia: WHAT are you wearing? :O
Given the above dialogue, write a summary.",Dominika send Tom and Julia a video of her.
46,Given the above dialogue write a summary,"Patty: Going shopping tomorrow?
Joe: What choice do I have?
Patty: What do you mean?
Joe: I mean that I'll get loads of crap if I don't have a gift for Saturday.
Patty: Like from Sue?
Joe: Who else?
Patty: Didn't know she was like that!
Joe: She definitely is! Expects a gift on Father's Day, that chick!
Patty: Oh come on!
Joe: Well, it seems like it!
Patty: I can help you find something if you're having a hard time.
Joe: That would be great. I'm out of ideas.
Patty: Well, I kind of know what she likes. Has she hinted at anything?
Joe: Other than just a gift, no.
Patty: Well, what's the occasion, her b-day?
Joe: Yes. 
Patty: Why didn't you say so? You idiot!
Joe: What???
Patty: Of course you have to have a gift for your gf's birthday!
Joe: I guess.
Patty: Perfume? Jewelry? Furniture? Kitchen sink? What?
Joe: Jewelry, I guess.
Patty: Okay, like what? Does she wear earrings? Bracelet?
Joe: Earrings. Diamond ones. Don't get round ones I just got her those last month.
Patty: Okay, I think I know what you mean. What's the budget?
Joe: $500
Patty: Wow, sweet! I'm off to shop!
Joe: Thanks!
Given the above dialogue, write a summary.",Joe is going shopping tomorrow. Otherwise Sue will be mad at him for not getting her a gift for her birthday on Saturday. Joe and Patty decide that earrings within the range of $500 would be the best gift for Sue. Patty can help Joe pick them out.
47,Summarize:,"Summarize: Sharly: Hey girl
Makena: hey love
Sharly: so listen, the date of the photo shoot was pushed to yesterday
Makena: WTF??😥😥😢
Sharly: yeah i know, it sucks right?!!
Makena: very
Sharly: no one is ready for tomorrow
Makena: just imagine my hair is not yet piled
Sharly: haha, thats really bad for us
Makena: cant we talk to the director or something?
Sharly: he cant, he was the one who gave out the notice
Makena: hope they'll pay extra cash for compensation
Sharly: they must!!
Makena: this has to do with the magazine right?
Sharly: yeah, i think so
Makena: okay then, let me get my shit together
Sharly: 👍😂😂😂
Makena:😂😂
Sharly: let me go to the salon first
Makena: cool",The date of photo shoot was changed to yesterday. Makena is not ready yet. They should pay them extra for compensation.
